country,rank,lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,trend,linearity,curvature,spikiness,KLscore,change.idx
Rwanda,23,0.183914471,0.507876452,0.950770856,1.471512798,0.332804092,3,17,0.988301588,4.384020363,3.92911539,4.39E-08,0.848866931,24
South Asia,213,0.00030156,0.55288142,0.948738907,0.787608355,0.045836455,1,9,0.999991707,7.58994558,-0.604574646,1.39E-14,2.998051595,24
Saudi Arabia,95,0.002734796,0.511592636,0.953787303,1.123337967,0.104606237,1,20,0.99999492,7.243446696,-2.287307256,6.44E-15,4.853219745,24
Sudan,93,0.002154029,0.601932689,0.940659754,0.969959187,0.076463145,1,13,0.999989097,7.493244128,0.811567826,3.82E-14,1.553963195,24
Senegal,69,0.004407724,0.514946047,0.959108043,1.165077229,0.146833081,1,15,0.999893732,7.461028583,-0.701919889,3.51E-12,2.98592173,24
Singapore,199,0.000311796,0.53617783,0.952826966,0.800280865,0.05207908,1,9,0.999720961,7.60610536,-0.127842467,3.30E-11,2.664066058,24
Solomon Islands,140,0.006159845,0.607359401,0.936064238,0.917150302,0.145314313,1,13,0.999990341,7.398838294,-1.439702409,6.86E-14,4.051973899,24
Sierra Leone,20,0.013880299,0.621698831,0.931825274,1.446182103,0.338149711,1,16,0.999930995,6.676383379,1.939900588,2.59E-12,0.66731479,24
El Salvador,112,0.005803212,0.481571994,0.956285501,1.143182719,0.180645009,1,13,0.999936863,7.493699742,-0.236518224,1.10E-12,2.22796549,24
Somalia,76,0.000776466,0.580340051,0.943844615,0.980646042,0.162512186,1,14,0.999412126,7.530108878,0.323387138,1.18E-10,1.787318044,24
Sub-Saharan Africa (excluding high income),41,0.001308758,0.645253183,0.930642171,0.973002109,0.222893701,1,21,0.999980642,7.32946376,0.61550848,1.26E-13,4.252319813,24
South Sudan,125,0.000856967,0.529867589,0.953323857,0.858681337,0.073457378,1,10,0.99998814,7.573596457,0.616365078,7.16E-14,1.607376578,24
Sub-Saharan Africa,39,0.001312571,0.645387003,0.930596319,0.972794575,0.222835215,1,21,0.999980846,7.32918153,0.613357372,1.27E-13,4.260237686,24
Small states,94,0.00348435,0.658713572,0.927255905,1.068625421,0.157953968,1,10,0.999938042,7.18286717,-0.794523934,3.74E-12,5.206223561,24
Sao Tome and Principe,33,0.005754202,0.622935404,0.935173746,1.193404423,0.181852879,1,14,0.999989127,7.193779169,0.748931662,7.39E-14,1.702409223,24
Suriname,105,0.00248319,0.602144433,0.939756513,0.944483685,0.099759761,1,17,0.999792963,7.469011243,-0.958729408,1.11E-11,4.452091404,24
Slovak Republic,42,0.001517334,0.526337136,0.942079767,1.032176879,0.102895099,1,22,0.993589765,7.002792638,2.884313063,4.25E-08,0.442252869,24
Slovenia,64,0.00223951,0.50682882,0.95605777,0.98714418,0.085615456,1,14,0.996548088,7.414762188,1.583834261,8.75E-09,0.896232095,24
Sweden,142,0.000141143,0.521498157,0.951800952,0.798639977,0.038919146,1,8,0.998307286,7.589646923,0.386265762,1.61E-09,2.105021492,24
Eswatini,27,0.05055484,0.539793862,0.95794459,1.718089131,0.729707077,3,8,0.999723648,1.064568534,-3.645852504,2.05E-10,0.501051705,24
Syrian Arab Republic,73,0.003637991,0.461414039,0.95043859,1.134678161,0.087010925,1,14,0.998883353,6.742442195,-3.42556708,6.66E-10,5.845912514,24
Chad,134,0.001172904,0.624885252,0.937196257,0.88048329,0.109174128,1,13,0.999961629,7.46641869,-0.42437601,9.99E-13,4.628175378,24
East Asia & Pacific (IDA & IBRD countries),85,0.029631496,0.621928774,0.931783549,0.919997443,0.171762413,1,13,0.999228436,7.111595581,-2.324273138,9.87E-10,6.523740247,24
Europe & Central Asia (IDA & IBRD countries),38,0.002159841,0.679613615,0.915667472,1.17364324,0.235329183,1,13,0.98820104,6.945268649,1.757202097,1.18E-07,2.019580274,24
Togo,108,0.007495072,0.640897445,0.930194553,1.201688487,0.131124905,1,11,0.99987004,6.982099765,-1.903987437,9.35E-12,6.239837837,24
Thailand,195,0.000953027,0.567266236,0.946346307,1.033906699,0.128709412,1,9,0.999741809,7.46295335,-1.15123592,2.39E-11,4.608304689,24
Tajikistan,66,0.010047734,0.568814097,0.94824259,1.228183894,0.21664429,1,8,0.999309176,7.396533949,1.070915638,2.12E-10,1.275120286,24
Turkmenistan,129,0.003887701,0.617400261,0.936337585,0.85398699,0.09181855,1,15,0.999990822,7.488365468,-0.604466038,4.22E-14,3.832894465,24
Latin America & the Caribbean (IDA & IBRD countries),224,0.000262648,0.530457163,0.951689054,0.818943659,0.042899467,1,11,0.999996011,7.560465712,-0.894631491,1.84E-14,3.275179138,24
Timor-Leste,30,0.000649099,0.436131898,0.964532289,1.011780056,0.131231914,1,12,0.99866105,7.279440311,1.258698784,4.56E-10,1.306664905,24
Middle East & North Africa (IDA & IBRD countries),208,0.000980873,0.505797587,0.954753659,0.916365435,0.0906901,1,13,0.999833313,7.507816478,-1.116797426,1.15E-11,3.180289098,24
Tonga,78,0.010184882,0.571004652,0.937178612,1.041055653,0.090883429,1,18,0.999973416,7.106843428,-2.656572774,2.51E-13,5.834028396,24
South Asia (IDA & IBRD),214,0.00030156,0.55288142,0.948738907,0.787608355,0.045836455,1,9,0.999991707,7.58994558,-0.604574646,1.39E-14,2.998051595,24
Sub-Saharan Africa (IDA & IBRD countries),40,0.001312571,0.645387003,0.930596319,0.972794575,0.222835215,1,21,0.999980846,7.32918153,0.613357372,1.27E-13,4.260237686,24
Trinidad and Tobago,177,0.000635986,0.58762752,0.941019725,0.797772557,0.070670622,1,10,0.999882339,7.586314221,0.241281439,6.22E-12,2.697050468,24
Tunisia,122,0.002509142,0.522411259,0.951473257,1.06490215,0.086889382,1,19,0.999959511,7.286954443,-2.179324014,6.51E-13,4.729717484,24
Turkey,202,0.000210116,0.543165502,0.950062673,0.778487616,0.043235299,1,9,0.999987337,7.593721152,-0.563649224,5.23E-14,3.04970645,24
Tanzania,45,0.005235047,0.646347567,0.92542432,1.214925106,0.282930608,1,12,0.999658272,6.872067961,1.991113778,6.89E-11,1.766728706,24
Uganda,22,0.036138566,0.608661098,0.928838966,1.614685744,0.548192274,1,11,0.999858972,4.741800554,4.025534546,1.40E-11,0.441270326,24
Ukraine,1,0.198898294,0.648090109,0.913387872,1.272247641,1.134500409,5,10,0.891843962,0.429788303,3.750835495,7.53E-06,0.565643156,24
Upper middle income,97,0.020152937,0.621522138,0.932920518,0.873386601,0.148225161,1,12,0.999646251,7.246302295,-1.960238875,1.74E-10,5.6511883,24
Uruguay,128,0.000597875,0.486190358,0.958602482,0.836274252,0.077183904,1,13,0.999934416,7.558139683,0.465326578,2.15E-12,1.982136495,24
United States,153,0.003313136,0.504848232,0.957856942,0.967348139,0.135241768,1,12,0.997639641,7.517875897,-0.757343187,4.51E-09,2.702891526,24
Uzbekistan,230,0.003436773,0.625909459,0.933808661,0.858555611,0.076439897,1,7,0.999946603,7.491540006,-0.563808468,7.93E-13,3.883543927,24
St. Vincent and the Grenadines,74,0.006768298,0.549591415,0.940295402,1.194876309,0.146637173,1,18,0.999968517,7.10485287,-2.611552822,1.19E-12,6.796687886,24
"Venezuela, RB",84,0.008832795,0.535133246,0.942470153,0.982944387,0.128363288,1,20,0.999962801,7.111295984,-2.678908666,5.51E-13,5.347344638,24
Virgin Islands (U.S.),166,8.08E-05,0.537305764,0.948495421,0.772298042,0.044243804,1,8,0.996743528,7.557680774,-0.746615968,2.49E-08,2.939226466,24
Vietnam,72,0.035832433,0.463056631,0.960062324,1.157638759,0.262336725,1,15,0.997853681,7.267649532,-1.13790649,1.77E-09,3.706408523,24
Vanuatu,157,0.001557528,0.527304813,0.950458855,0.986325829,0.069533649,1,14,0.999998211,7.41544785,-1.706160945,4.29E-15,4.493824552,24
World,176,0.004346407,0.600680342,0.939503079,0.840035948,0.081258761,1,11,0.999907677,7.485299362,-1.129858159,8.60E-12,3.753152715,24
Samoa,232,0.000436407,0.54605998,0.951277649,0.842939955,0.058280994,1,9,0.999981165,7.594846132,-0.452102455,1.97E-13,3.028461772,24
"Yemen, Rep.",141,0.002469058,0.505763346,0.958088961,1.112739513,0.112702263,1,15,0.999972233,7.38476592,-1.725195012,6.06E-13,4.362606438,24
South Africa,34,0.011665237,0.621790645,0.938722864,1.461244965,0.453337946,3,7,0.999670504,4.630738613,-3.035805494,5.69E-11,0.7295945,24
Zambia,25,0.030497965,0.56969529,0.929340344,1.564476316,0.701122885,1,14,0.998988206,3.065790359,3.418381462,2.51E-10,0.402274867,24
Zimbabwe,26,0.034246534,0.435498643,0.973792806,1.749788978,0.759769452,2,9,0.997414004,-2.515480088,0.421712412,2.85E-09,0.793612269,24
