country,rank,lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,trend,linearity,curvature,spikiness,KLscore,change.idx
Brazil,186,0.000223605,0.550351534,0.948965308,0.715774712,0.031576955,1,9,0.999999325,7.605923972,-0.341624444,2.22E-16,2.718990101,24
Barbados,144,0.002312587,0.537527613,0.945020205,0.949873991,0.096328674,1,16,0.999948871,7.467867012,-1.443132402,5.43E-12,4.537387721,24
Brunei Darussalam,116,0.008776971,0.584971746,0.934701164,0.888367288,0.081084612,1,15,0.999979356,7.360500414,-1.860403841,4.77E-13,4.65576031,24
Bhutan,160,0.000338861,0.508256822,0.957519123,0.818816155,0.06277246,1,10,0.999984465,7.59557093,0.233250261,9.77E-14,1.973190131,24
Botswana,16,0.003804778,0.556006011,0.920110807,1.362039589,0.509870863,3,9,0.999455414,3.929750228,0.789452988,9.47E-11,0.149190606,33
Central African Republic,12,0.016330327,0.657259827,0.919808245,1.578669008,0.446445237,3,7,0.999916854,4.851815438,-2.878146523,1.05E-11,1.913394894,24
Canada,196,0.000862576,0.518317371,0.956945296,0.865045431,0.083965631,1,10,0.999470479,7.593678654,-0.275225907,1.87E-10,2.722053561,24
Central Europe and the Baltics,49,0.004780402,0.59563079,0.938581199,1.205639949,0.167228932,1,15,0.994499619,7.181223563,2.090420689,1.24E-08,0.752945687,24
Switzerland,182,0.000295237,0.542463379,0.951340519,0.802659235,0.055793957,1,8,0.99815768,7.60163749,0.042803052,2.23E-09,2.291228803,24
Channel Islands,75,0.000561101,0.494286351,0.958476143,0.960158522,0.080034826,1,12,0.999948901,7.530803081,0.882818343,1.18E-12,1.264558418,24
Chile,170,0.001870464,0.528290838,0.952702688,1.038902769,0.088066266,1,13,0.999998146,7.431612591,-1.607797995,3.05E-15,4.301424087,24
China,47,0.048762792,0.632765073,0.928708919,0.989260747,0.228851703,1,16,0.998839584,6.923351114,-2.61879542,2.28E-09,9.166304516,24
Cote d'Ivoire,62,0.01919578,0.669313766,0.918517407,1.323576267,0.253062259,1,10,0.999950011,6.247362647,-2.742720328,2.00E-12,7.934569054,24
Cameroon,56,0.00502032,0.659168951,0.923587687,1.23463246,0.174083026,1,12,0.999906049,6.829937461,-1.370862593,4.20E-12,5.226611763,24
"Congo, Dem. Rep.",67,0.004484991,0.592909495,0.94270896,1.058742659,0.206899576,1,12,0.999794944,7.411168445,1.275147188,1.39E-11,1.478424362,24
"Congo, Rep.",24,0.005113964,0.654282244,0.918841373,1.421783795,0.413317964,3,9,0.999960389,6.547086812,0.947110685,5.71E-13,2.705591883,24
Colombia,223,0.001305334,0.558853238,0.94664328,0.902425881,0.068816119,1,10,0.999990398,7.535039509,-1.04381921,4.78E-14,3.779564246,24
Comoros,234,0.001000156,0.51937185,0.953977309,0.974628525,0.08361627,1,10,0.999989734,7.504566651,-1.080826772,2.74E-14,3.687059019,24
Cabo Verde,146,0.001816727,0.535307183,0.952865018,1.014521393,0.138403652,1,14,0.999741836,7.44986013,-1.464260853,1.22E-11,3.545010888,24
Costa Rica,136,0.00459801,0.544561755,0.945727408,1.142787234,0.128890326,1,13,0.999995871,7.272234965,-2.179178049,1.10E-14,5.613074013,24
Caribbean small states,189,0.00135422,0.557505445,0.944483622,0.886556131,0.054706339,1,10,0.999983427,7.502754281,-1.280354985,6.61E-13,4.055202624,24
Cuba,111,0.014655976,0.601463658,0.93274735,0.962507476,0.169765211,1,16,0.999951284,7.230436168,-2.051381313,8.65E-13,4.628676055,24
Cyprus,181,0.001654138,0.583806149,0.941193011,0.809497501,0.035336604,1,8,0.999988726,7.553109628,-0.875871019,4.23E-14,3.584335981,24
Czech Republic,7,0.001488485,0.47104529,0.957064426,1.084489436,0.136846786,1,8,0.995378423,7.181217705,2.352528568,1.23E-08,0.648850753,24
Germany,138,0.000320538,0.494238617,0.959329372,0.791810939,0.05602335,1,9,0.999466051,7.582194558,0.243933166,3.73E-10,2.096822334,24
Djibouti,68,0.002466796,0.665521224,0.924209278,0.904445744,0.084111921,1,19,0.999819797,7.359870041,-0.658383801,1.13E-11,6.153261652,24
Denmark,65,0.001898234,0.582500635,0.943782214,1.030036082,0.114163623,1,14,0.996464329,7.315615792,1.798393507,1.14E-08,0.790418005,24
Dominican Republic,168,0.002349015,0.570784965,0.942775829,0.835080819,0.053304696,1,10,0.999998467,7.500692658,-1.278844402,2.51E-15,3.848864054,24
Algeria,135,0.002739019,0.490651993,0.959424134,1.106875124,0.152860562,1,12,0.999969636,7.485422196,-1.012434821,1.88E-13,3.978455409,24
East Asia & Pacific (excluding high income),83,0.029565768,0.622169426,0.931741969,0.922603838,0.172462432,1,14,0.999231072,7.108470711,-2.32914947,9.77E-10,6.583552991,24
Early-demographic dividend,212,0.000389456,0.552480384,0.948374156,0.804576909,0.044497458,1,9,0.999993662,7.582856149,-0.698962156,9.67E-15,3.215590845,24
East Asia & Pacific,98,0.023970939,0.619026718,0.932565449,0.911544264,0.161812383,1,13,0.999461322,7.167648475,-2.202604832,4.53E-10,6.019075084,24
Europe & Central Asia (excluding high income),32,0.00298202,0.686701273,0.911875441,1.202504874,0.244628993,1,15,0.984422162,6.831491972,1.785938378,2.33E-07,1.660563799,24
Europe & Central Asia,114,0.000826869,0.599355304,0.939590518,0.916306359,0.125664496,1,11,0.997457478,7.474551741,1.024477165,4.15E-09,2.030986947,24
Ecuador,226,0.000496442,0.518924824,0.952718128,0.879169643,0.054065815,1,12,0.99999727,7.520826059,-1.138816267,5.85E-15,3.642532279,24
"Egypt, Arab Rep.",198,0.001547557,0.489122828,0.957205657,1.002648769,0.097623093,1,13,0.999883742,7.46850096,-1.251124437,6.49E-12,3.854181157,24
Euro area,148,0.000165052,0.528240509,0.953701397,0.745454574,0.049409933,1,8,0.999430412,7.606905175,0.121319651,2.94E-10,2.36544621,24
Eritrea,87,0.000836406,0.560544359,0.947229858,0.949550388,0.063050716,1,9,0.999951527,7.531788186,0.980501285,6.95E-13,1.521362268,24
Spain,124,0.000801638,0.569941999,0.945665999,0.857090199,0.084174378,3,8,0.998123865,7.578452997,-0.286642173,3.09E-09,2.953072118,24
Estonia,19,0.007617595,0.609685292,0.922244501,1.37470775,0.45608817,1,23,0.977239377,5.748235744,4.081303023,1.15E-06,0.389684601,24
Ethiopia,43,0.002607631,0.566090762,0.945176905,1.075510064,0.15771671,1,10,0.99979639,7.241100378,2.150859471,1.63E-11,0.854877083,24
European Union,150,0.00030433,0.542737788,0.951178848,0.833173181,0.047301656,1,8,0.999255923,7.592453209,0.482044489,3.76E-10,2.051868113,24
Fragile and conflict affected situations,187,0.001264888,0.602649545,0.939855449,0.851127096,0.061215492,1,12,0.999993053,7.541088363,-0.584046344,3.89E-14,3.525355738,24
Finland,172,0.001088991,0.53713824,0.954038126,0.846234722,0.086976913,1,10,0.998620756,7.590714604,-0.007948387,1.08E-09,2.110688987,24
Fiji,123,0.004057774,0.571999389,0.939443419,1.1275351,0.178038146,1,10,0.999134693,7.453533269,-1.043516467,1.71E-10,5.406983393,24
France,156,0.000214571,0.520242904,0.954972644,0.734429143,0.040956982,1,9,0.999185139,7.602511734,0.122169321,2.20E-09,2.233970545,24
"Micronesia, Fed. Sts.",133,0.006763268,0.614740584,0.934070701,0.963487395,0.145004497,1,12,0.999993605,7.3475969,-1.615562771,1.02E-14,5.069372751,24
Gabon,126,0.006787576,0.613757394,0.93801821,1.286858493,0.14987574,1,9,0.999928684,6.872625215,-2.4148691,4.54E-12,5.396878372,24
United Kingdom,132,0.000313893,0.513805295,0.957881539,0.793089187,0.051001252,1,9,0.998087013,7.573276367,0.543109023,3.03E-09,1.902226017,24
Georgia,11,0.026853426,0.7035136,0.909114622,1.023719635,0.227331084,1,18,0.997873319,6.880770151,-1.507156238,1.04E-09,16.72395299,24
Ghana,89,0.000404206,0.579855357,0.943364893,0.906618278,0.107779736,1,15,0.99995801,7.544132245,-0.288246512,6.23E-13,3.155850079,24
Guinea,96,0.001456126,0.520662054,0.95507952,1.071949762,0.144318868,1,14,0.999883915,7.515297153,-0.030841427,8.43E-12,2.424748787,24
"Gambia, The",210,0.00134211,0.530660477,0.953771536,1.01450884,0.077523727,1,11,0.99998902,7.474721322,-1.38093329,6.78E-14,3.893047648,24
Guinea-Bissau,162,6.46E-05,0.566699882,0.947174047,0.755001997,0.034907451,1,7,0.999974499,7.59819782,0.419653355,1.94E-13,2.119937402,24
Equatorial Guinea,204,0.000607606,0.512816795,0.954605336,0.867085121,0.079494536,1,9,0.999907146,7.579691284,-0.433679675,4.11E-12,2.895147586,24
Greece,225,0.000321362,0.541973606,0.948433555,0.860749531,0.06768689,1,8,0.998951395,7.566141301,-0.708488982,6.50E-10,3.316867948,24
Grenada,110,0.00225072,0.489327498,0.952422471,0.940276646,0.121062214,1,21,0.999981942,7.336843902,-1.671257135,1.35E-13,3.069772608,24
Guatemala,197,0.000202902,0.536512617,0.951523343,0.773828692,0.040695827,1,9,0.999993795,7.597701192,-0.431019869,1.61E-14,2.629018299,24
Guam,192,0.000811395,0.56982481,0.944819371,0.745732788,0.045920235,1,8,0.999997651,7.587085016,-0.542290847,4.04E-15,3.037227245,24
Guyana,63,0.003086214,0.568912064,0.944811282,1.097738524,0.106648597,1,13,0.999955498,7.351373748,1.808816119,1.11E-12,0.955374271,24
High income,218,0.000178433,0.534219128,0.953093087,0.782798208,0.052525719,1,10,0.99955291,7.604103905,-0.2639827,9.73E-11,2.666739005,24
"Hong Kong SAR, China",235,0.00079933,0.554464967,0.944537537,0.77843405,0.051713381,1,10,0.998557141,7.584140826,-0.554593548,2.24E-09,3.301661094,24
Honduras,201,0.000995178,0.513656972,0.953530552,0.969731303,0.074075042,1,13,0.999984314,7.470370224,-1.395079479,9.22E-14,4.137878583,24
Heavily indebted poor countries (HIPC),88,0.001257099,0.607278471,0.939520341,0.90877813,0.137030914,1,13,0.999973549,7.484373459,0.843896554,2.85E-13,1.951334639,24
Croatia,57,0.004034337,0.610701576,0.935090972,0.974787064,0.134053615,3,11,0.993532359,7.490682927,0.073311456,2.28E-08,2.087218579,24
Haiti,217,0.000405983,0.573281842,0.94529833,0.839067164,0.053133113,1,7,0.999983906,7.582087869,-0.561574587,7.25E-14,3.094054581,24
Hungary,6,0.007163768,0.566443387,0.931322332,1.43000958,0.240044328,1,7,0.98313829,6.619752806,3.297724045,1.75E-07,0.319463723,24
IBRD only,152,0.008150428,0.603880754,0.937950611,0.843828113,0.102902955,1,9,0.999845009,7.414355558,-1.488587861,3.35E-11,3.98848245,24
IDA & IBRD total,164,0.006806558,0.606430454,0.937825583,0.848919953,0.091573656,1,10,0.999875393,7.440677184,-1.338724139,2.21E-11,3.951850268,24
IDA total,188,0.000629133,0.588610484,0.94271447,0.793055082,0.072392309,1,11,0.999994611,7.581462912,0.036573724,5.80E-15,2.971299766,24
IDA blend,60,0.005922672,0.651284144,0.927442581,0.946876971,0.113331431,1,20,0.999990998,7.337582181,-0.883382407,3.07E-14,6.651385096,24
Indonesia,205,0.000727788,0.557744994,0.947273419,0.845201012,0.043257983,1,9,0.999990708,7.556142687,-0.928775952,2.92E-14,3.51908853,24
IDA only,184,0.000360241,0.561888809,0.947648335,0.775901012,0.056031335,1,8,0.999988492,7.596285722,0.355585989,4.63E-14,2.480837547,24
India,219,0.000415383,0.560647131,0.947752597,0.78625754,0.049302385,1,9,0.999996512,7.583300131,-0.650112255,4.41E-15,2.997420778,24
Ireland,77,0.002728288,0.531417061,0.951868042,0.977050982,0.123903037,1,11,0.999531963,7.508599264,1.153883387,3.35E-10,1.47194166,24
"Iran, Islamic Rep.",102,0.012133979,0.49530259,0.956730368,1.169684667,0.245134193,1,10,0.998464884,7.473268019,-0.1966696,6.75E-10,1.592114719,24
Iraq,70,0.027847757,0.577211848,0.929813947,1.129526532,0.25340742,1,14,0.997382001,7.122541719,-2.00622595,2.61E-09,2.808808179,24
Iceland,103,0.00231246,0.520545185,0.946739312,0.889765788,0.129699576,3,12,0.986325072,7.517929401,-0.022060574,1.53E-07,2.003066414,24
Israel,2,2.518713639,0.882540437,0.540637669,0.16555006,0.00286597,3,30,0.526826501,4.36523244,-2.535207705,0.000475161,49.74637273,24
Italy,174,2.89E-06,0.524751348,0.951819645,0.748681799,0.041494148,1,9,0.997823037,7.599479503,-0.201753383,2.98E-09,2.521190281,24
Jamaica,44,0.00335495,0.50208331,0.947564224,1.044943696,0.092488982,1,28,0.999948626,7.054611971,-2.796761003,9.57E-13,5.214925928,24
Jordan,119,0.006239659,0.565899434,0.940410333,1.023302633,0.096833456,1,16,0.999994386,7.244503467,-2.289186392,6.83E-15,5.336797435,24
Japan,175,0.001949251,0.57581278,0.940224127,0.87034608,0.092413032,1,11,0.998095674,7.471547454,-1.365290696,2.59E-09,4.064515768,24
Kazakhstan,36,0.005755185,0.667075891,0.914024777,1.369481101,0.275087178,3,8,0.990015339,6.339942666,-0.940293478,8.29E-08,1.803797951,24
Kenya,15,0.000625158,0.575162588,0.918527143,1.592035509,0.449793389,3,7,0.999529954,5.158878289,0.360082481,8.34E-11,0.130283848,33
Kyrgyz Republic,203,0.001797629,0.580731137,0.937995359,1.028222375,0.151342603,1,7,0.984362217,7.379525215,-1.322619292,2.84E-07,4.173008966,24
Cambodia,13,0.02504718,0.419253208,0.970302831,1.20989171,0.363596357,1,12,0.989073303,6.299661354,1.642152345,4.56E-08,3.82008699,24
Kiribati,161,0.000971157,0.561672225,0.945881418,0.736656343,0.029395965,1,8,0.999982242,7.582140943,-0.65994972,9.81E-14,2.942638211,24
"Korea, Rep.",211,0.000495524,0.547593436,0.95035413,0.747648777,0.032557056,1,10,0.999794741,7.594215046,-0.498078173,9.65E-11,2.837032955,24
Kuwait,82,0.014505889,0.599025864,0.930933289,1.005114357,0.087787487,1,16,0.999990242,7.175364257,-2.390883255,3.37E-14,5.929856672,24
Latin America & Caribbean (excluding high income),227,0.000287423,0.532628984,0.951203552,0.810861897,0.040374981,1,12,0.999995796,7.560561785,-0.896662568,2.06E-14,3.270685283,24
Lao PDR,86,0.000661029,0.525404707,0.953607708,0.880636128,0.05864052,1,9,0.999978898,7.554439988,0.889962202,1.73E-13,1.527619554,24
Lebanon,90,0.001646748,0.508745344,0.957848557,1.021114753,0.107499069,1,12,0.999992102,7.531414752,0.646571703,1.69E-14,1.501845643,24
Liberia,115,0.001384023,0.591629011,0.944174379,0.990714508,0.091366635,1,10,0.999466643,7.475139127,0.559926307,1.48E-10,1.482995398,24
Libya,29,0.020652094,0.578809698,0.929216729,1.014771859,0.128036129,1,25,0.999958082,6.975561257,-2.969937386,4.61E-13,6.098650366,24
St. Lucia,99,0.007747946,0.580539132,0.936087534,0.910060302,0.063951105,1,13,0.999990776,7.356124562,-1.910972386,4.30E-14,4.755533251,24
Latin America & Caribbean,221,0.000285449,0.53262555,0.951290445,0.817856154,0.042014014,1,11,0.999995604,7.559825571,-0.904202599,1.81E-14,3.287636598,24
Least developed countries: UN classification,154,0.00045303,0.56168129,0.947725715,0.820941793,0.060024557,1,9,0.999983218,7.58007845,0.601919098,1.22E-13,2.207388854,24
Low income,109,0.001253368,0.597869961,0.941990166,0.87908076,0.107631797,1,12,0.999990391,7.536894082,0.511994501,5.97E-14,2.158129542,24
Sri Lanka,53,0.006971958,0.586710242,0.943094084,0.984253491,0.199856833,1,18,0.998550328,7.465035907,-0.483052856,7.52E-10,2.769441618,24
Lower middle income,231,0.000513759,0.564144185,0.946593257,0.830769269,0.059248529,1,8,0.9999865,7.588713268,-0.565975993,4.78E-14,3.282288987,24
Low & middle income,158,0.007094172,0.606611369,0.93771035,0.853672317,0.09342966,1,10,0.999867191,7.432827512,-1.37556584,2.48E-11,3.99406396,24
Lesotho,9,0.074765842,0.388790598,0.982058373,1.727891192,0.811852977,3,10,0.999877639,-1.781093064,-4.053940558,3.44E-11,0.664105861,24
Late-demographic dividend,91,0.024583614,0.629313702,0.931031593,0.900671547,0.160215034,1,15,0.99950315,7.189455153,-2.029817528,3.58E-10,6.333827918,24
Lithuania,8,0.070390501,0.716196758,0.852857095,0.863199069,0.48692539,1,6,0.867013133,4.75794733,3.779881817,8.75E-06,0.205259551,24
Luxembourg,130,0.000385367,0.516162639,0.954878999,0.781265711,0.049790112,1,9,0.998171505,7.566535816,0.636265758,4.31E-09,1.950055898,24
Latvia,3,0.102201311,0.566008782,0.910680069,1.248851682,0.265076741,5,7,0.909780947,4.38301116,4.915237279,7.92E-06,0.288484159,24
"Macao SAR, China",209,0.000654253,0.544928028,0.949518929,0.863141518,0.048470648,1,11,0.999980612,7.535890904,-1.090323764,1.55E-13,3.519544349,24
Morocco,191,0.000194476,0.509671791,0.956857236,0.88864241,0.071113849,1,10,0.999957991,7.589624514,-0.210658605,3.47E-13,2.785648937,24
Moldova,35,0.007624023,0.676171626,0.922586318,0.910559233,0.198660442,3,15,0.99613132,7.203481541,0.854017269,3.20E-09,3.603530983,24
Madagascar,113,0.000375039,0.547297876,0.950378794,0.986956973,0.111304045,1,12,0.999977121,7.554858257,0.572888126,2.37E-13,1.436105056,24
Maldives,233,0.000173422,0.504947602,0.957230492,0.796173836,0.052500133,1,12,0.999992661,7.580665897,-0.536117999,1.98E-14,2.701366144,24
Middle East & North Africa,220,0.000833298,0.51103451,0.953133463,0.895436643,0.081799098,1,13,0.999769554,7.499627527,-1.209333216,2.34E-11,3.396516397,24
Mexico,127,0.000942816,0.477716357,0.956500071,0.973523492,0.079246315,1,21,0.999936879,7.357030318,-1.828766588,2.44E-12,4.172690372,24
Middle income,151,0.007541358,0.604677837,0.937807807,0.857710986,0.094996937,1,10,0.999852548,7.421427541,-1.453812601,3.01E-11,4.050103937,24
North Macedonia,100,0.011268923,0.594329485,0.935412083,0.682145227,0.070086416,1,12,0.999749772,7.438596177,-1.427694393,1.32E-11,3.709688274,24
Mali,194,0.000797875,0.550748287,0.95213477,0.904883818,0.072838896,1,10,0.999942379,7.574826846,-0.33783594,1.19E-12,2.854511556,24
Malta,155,0.000657907,0.536633295,0.950957297,0.914036974,0.098972339,1,9,0.997204426,7.577005668,0.053856043,9.26E-09,2.458115282,24
Myanmar,173,0.00177912,0.589191368,0.941177462,0.741959545,0.020211074,1,8,0.99995637,7.577155747,-0.594700298,1.17E-12,3.237426486,24
Middle East & North Africa (excluding high income),207,0.000998005,0.505498772,0.954789131,0.917644577,0.091337246,1,13,0.99983533,7.507169163,-1.118701018,1.09E-11,3.177943241,24
Montenegro,10,0.049968136,0.676189696,0.911835453,1.104638426,0.246641935,1,13,0.999669019,6.524992618,-2.782485315,2.77E-11,15.20407357,24
Mongolia,159,0.006385449,0.616250184,0.93449887,0.807233467,0.060847452,1,11,0.999743845,7.534121795,0.141106931,1.98E-11,2.392709222,24
Mozambique,104,0.000417204,0.619675419,0.924933868,0.782465529,0.057883443,1,13,0.999499166,7.295653058,1.923237318,1.68E-10,0.954360952,24
Mauritania,139,0.003550698,0.568125706,0.941159324,1.028503146,0.10929938,1,13,0.999996448,7.365182101,-1.775351186,7.21E-15,5.324413746,24
Mauritius,193,0.002885546,0.565208396,0.939295235,0.965628151,0.135838102,1,10,0.998331907,7.510894926,-1.049163278,1.40E-09,4.48024764,24
Malawi,14,0.000708644,0.64505689,0.927592105,1.206548248,0.437007631,1,23,0.999975949,6.888483185,1.823255834,5.23E-13,5.957794842,24
Malaysia,167,0.002387535,0.574518254,0.941983815,0.88914073,0.042952624,1,10,0.999960364,7.485189555,-1.345043383,5.89E-13,4.189977421,24
North America,165,0.002909117,0.506677896,0.95788262,0.944898853,0.119540048,1,12,0.998079165,7.531707961,-0.704048869,2.81E-09,2.718733682,24
Namibia,28,0.00785992,0.64188369,0.92484438,1.68414498,0.638566682,3,8,0.999117301,3.898801721,-2.194264671,2.92E-10,0.335754584,24
New Caledonia,190,0.000176094,0.520483988,0.950873497,0.819399576,0.084140556,1,15,0.995983593,7.540115138,-0.767350872,2.17E-08,2.836422715,24
Niger,79,0.001095498,0.506397131,0.955665667,0.934752022,0.050248489,1,18,0.999994485,7.442359118,1.569804762,8.45E-15,0.81564584,24
Nigeria,21,0.002568464,0.648988341,0.928236166,0.949192141,0.171302785,1,22,0.999888647,7.303382302,-0.093302768,3.31E-12,5.231850218,24
Nicaragua,236,0.000911844,0.522874171,0.952226376,0.852599787,0.059788318,1,12,0.999978411,7.552921123,-0.839962041,2.53E-13,2.869376119,24
Netherlands,106,0.002152815,0.531596062,0.953220742,0.917702465,0.138827587,1,14,0.997886607,7.508560064,0.900756288,2.11E-09,1.384010182,24
Norway,61,0.000987008,0.54121185,0.95079578,0.911279191,0.065118498,1,7,0.997529363,7.506277258,1.165466257,5.84E-09,1.284355757,24
Nepal,185,0.000290975,0.501824923,0.957840101,0.84050545,0.042068978,1,10,0.999991263,7.591983324,-0.139077389,9.00E-14,2.203901912,24
New Zealand,81,0.001561723,0.47024384,0.960857913,0.947051884,0.079342318,1,15,0.997262581,7.502987288,0.875951044,3.89E-09,1.070469806,24
OECD members,216,0.000190007,0.525539904,0.954363516,0.793334046,0.055521117,1,10,0.999675474,7.600286778,-0.349052972,5.10E-11,2.706121034,24
Oman,179,0.001212266,0.519384338,0.952845745,0.979253222,0.085050928,1,14,0.999997554,7.473185505,-1.416690219,2.68E-15,4.097830815,24
Other small states,58,0.003159602,0.661083059,0.927053339,1.095447644,0.191777824,1,13,0.999937301,7.077525509,-0.647776321,5.03E-12,4.200200687,24
Pakistan,143,0.00609676,0.593701429,0.936495306,0.800246317,0.056856749,1,10,0.999974129,7.475591862,-1.32776527,3.18E-13,4.021598371,24
Panama,183,0.002100269,0.563466176,0.944399823,0.969087691,0.080246433,1,10,0.999986457,7.441881344,-1.564620488,8.03E-14,4.373452772,24
Peru,206,0.000302344,0.526898547,0.952549986,0.805031124,0.033339456,1,11,0.999980688,7.553008912,-0.938973898,4.08E-13,3.185309139,24
Philippines,92,0.00674458,0.490335353,0.952778016,1.155084674,0.178377054,1,13,0.999799942,7.48358336,0.235568467,1.58E-11,2.032426734,24
Papua New Guinea,171,0.002759307,0.570818131,0.94398793,0.980672783,0.088880946,1,10,0.999972254,7.420364396,-1.62352381,2.11E-13,4.405553367,24
Poland,59,0.003780524,0.59808723,0.938297749,1.184618991,0.169352805,1,8,0.990979236,7.265224638,1.577552633,5.63E-08,0.801799539,24
Pre-demographic dividend,55,0.001314583,0.632592967,0.934025108,0.877263874,0.159020321,1,16,0.999989103,7.438985192,0.378528704,2.22E-13,3.272485457,24
Puerto Rico,46,0.012316961,0.589071854,0.942620447,1.156797347,0.29020763,3,10,0.996986696,7.413929636,-0.021216248,1.05E-08,1.823062622,24
"Korea, Dem. People's Rep.",121,0.016659261,0.632154909,0.930480376,1.197914811,0.238047361,1,8,0.995465041,6.475646469,-2.816979113,7.07E-09,6.353079162,24
Portugal,120,0.001232249,0.56267106,0.946839065,0.921591644,0.095934845,3,8,0.997627427,7.568437551,-0.54944784,3.99E-09,3.379022032,24
Paraguay,147,0.000273212,0.543955404,0.949976154,0.822741753,0.051701485,1,8,0.99992987,7.592276529,0.562886757,1.55E-12,1.912636477,24
Pacific island small states,178,0.001981216,0.583511249,0.940945274,0.914703672,0.074124502,1,12,0.999886747,7.526631631,-0.988567398,2.63E-11,4.117324666,24
Post-demographic dividend,222,0.000210896,0.540501025,0.952015038,0.786034562,0.051325319,1,10,0.999388356,7.604726703,-0.207430214,1.71E-10,2.746312745,24
French Polynesia,229,0.000565248,0.527389157,0.953186772,0.870209915,0.077975154,1,10,0.999884293,7.587174561,-0.535765253,2.85E-12,3.254997807,24
Qatar,107,0.009595581,0.583475038,0.93614995,0.964743172,0.090259877,1,14,0.999997448,7.266488409,-2.18725471,6.77E-15,5.200663917,24
Romania,54,0.009568743,0.652029667,0.920535027,1.167147559,0.215775848,1,9,0.981751193,7.029918881,1.697322259,1.98E-07,1.594967882,24
Russian Federation,5,0.242694435,0.69346313,0.878997172,1.475716247,0.713358417,3,9,0.885884678,2.206634293,3.484418216,1.41E-05,0.808080635,24
