compute,rank,lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,trend,linearity,curvature,spikiness,KLscore,change.idx
10.101.3.28,36,0.369300777287074,0.525009796698605,0.98338330901301,1.11022302462516e-16,0.0,4,1235,0.375417950818056,-9.12498521704052,-4.73654257670167,6.57927861375529e-07,180.814129931192,605
10.101.3.29,183,2.9168352096137,0.604113999514634,0.976272084800571,0.0,0.0,2,1255,0.197632403253302,-4.56820555405086,-4.13253018622784,4.68518853321894e-06,429.845596828834,585
10.101.3.31,64,0.033717647863195,0.499045537221606,0.988912458527999,1.11022302462516e-16,0.0,2,1335,0.424749729065138,-8.9326294154409,-2.63178221125543,6.2474159904671e-07,226.861314342959,505
10.101.3.37,164,0.668402480170582,0.632945297451514,0.955474153871283,5.55111512312578e-17,0.0,6,1225,0.249855603520734,4.9936044166293,-5.06686677534609,2.76706817983044e-06,334.323102224884,1276
10.101.3.43,139,0.41206118794544,0.518271275614676,0.991214441445565,8.32667268468867e-17,0.0,2,1677,0.338278212732627,13.9980455313911,13.2197180955012,1.18362555754764e-06,231.242120379466,1760
10.101.3.44,9,0.0794579400671993,0.447981348291915,0.991153239465221,2.8884137852827,2.19281942738939,4,1439,0.647723239515637,-21.2176828180484,10.9684584667358,2.73819520376778e-07,91.7303131257065,401
10.101.3.45,150,0.363277910616997,0.46796527775945,0.991264982224494,2.2204460492503099e-16,0.0,2,1011,0.521329802922675,-3.36730363263316,-11.8688100415098,3.01946255882852e-07,168.085035094072,829
10.101.3.46,13,64.6175287854059,0.924665576691997,0.665997878944611,6.93889390390723e-18,0.0,2,1693,0.0065588577701365,-2.52664772531234,1.68680771413997,0.000176519609741,40.996227602641,147
10.101.3.47,48,64.7139148604908,0.925799817280968,0.664289921184176,6.93889390390723e-18,0.0,2,1363,0.0113623716074402,1.44607460263264,-0.578184713834878,0.0001774227421293,36.0629491946287,1366
10.101.3.50,126,0.954069214779019,0.531235096356784,0.987266480521059,8.32667268468867e-17,0.0,2,1499,0.293713293628799,10.416004735116,3.49108326982611,1.58746703900226e-06,253.80602472357,1576
10.101.3.51,106,0.18227405486419,0.541621743157867,0.986846063572168,1.3877787807814499e-16,0.0,2,1675,0.298200377687931,-12.7761786827103,11.7327500018429,1.71049497880939e-06,301.692883725726,165
10.101.3.52,167,0.706842959499542,0.575925339472806,0.982410720553952,0.0,0.0,2,1377,0.254391242846836,-6.8646989653825,-1.38921194817433,2.83684237609039e-06,363.076963808838,463
10.101.3.6,8,0.15543158226502,0.456129977884749,0.992909495203835,2.78182913977658,2.02676921409551,4,1098,0.454209782855085,1.48112744051155,5.41713009154746,2.18957080196936e-07,74.1275106064645,567
10.101.3.9,50,64.6349204858615,0.924211035826008,0.670491585276751,6.93889390390723e-18,0.0,2,1329,0.0107675520277197,1.33863700430402,-0.778697851606172,0.0001747955495177,40.2448787611954,1332
10.101.4.11,28,0.0675541314932164,0.491952328296758,0.988321601505859,1.66533453693773e-16,0.0,4,1503,0.575046404700996,-18.6777294416548,11.6269588963768,4.00887908109598e-07,91.1069404477851,337
10.101.4.12,172,0.662503529619631,0.522991113123312,0.989924125040666,1.11022302462516e-16,0.0,2,1055,0.338643044156966,-3.06820136717482,-9.21730317332413,1.17263298710721e-06,221.717004977117,785
10.101.4.15,137,0.166908585073717,0.460427777190019,0.991541858238835,1.66533453693773e-16,0.0,2,1003,0.552325573609604,-3.3883687615326,-12.3150243880864,2.54319859133945e-07,145.727419143729,837
10.101.4.17,10,0.135019107959421,0.459500045964199,0.990435428837948,2.84764481151456,2.44777236085951,4,1439,0.614914401846377,-20.546698116853,10.4433370083262,2.80907189126874e-07,93.8913551935633,401
10.101.4.20,19,0.0124874561325831,0.414191391082246,0.993864561681703,3.23505833212516,2.99017211778641,2,882,0.712857190100724,-1.53925562177045,-15.8438733426622,1.1578997095344e-07,92.2610187966067,958
10.101.4.24,6,64.6150354076203,0.924407342721423,0.66772556926501,6.93889390390723e-18,0.0,2,1769,0.0153039248289644,-2.77479577591669,2.92076198598498,0.000170787510658,37.3854081084271,71
10.101.4.25,135,0.90240611705265,0.531055775866571,0.989086913734574,5.55111512312578e-17,0.0,2,1687,0.312115319559739,13.5838574552195,13.1077033654008,1.46447322216154e-06,258.710706977302,1764
10.101.4.27,119,0.291404119223067,0.473665129920637,0.988675899717745,1.66533453693773e-16,0.0,4,842,0.444342086286908,-0.774150911636066,-5.29832189353244,3.76989281671642e-07,113.50503065587,1562
10.101.4.3,39,64.6242212768666,0.924349652446421,0.668800387220418,6.93889390390723e-18,0.0,2,1061,0.0124684138343872,0.464858479726573,-1.79906787580007,0.0001731529490893,40.6663820454337,1064
10.101.4.30,98,2.43538944095355,0.579570114022525,0.976294474658908,5.55111512312578e-17,0.0,2,1385,0.301191808875689,7.63514653558866,-1.06930721622166,2.18268575964569e-06,301.193198840079,1450
10.101.4.31,75,0.40848178680951,0.507032498030823,0.986843566380374,5.55111512312578e-17,0.0,4,761,0.383325822341044,1.443974352082,-12.0306853950247,4.33421755292535e-07,149.66879164795,853
10.101.4.32,3,38.7840960429972,0.870664511615425,0.820916116815361,6.93889390390723e-18,0.0,2,1343,0.0188110655122733,1.76948566182725,-0.883009705327165,0.000108974447661,47.8719885570012,1347
10.101.4.35,5,0.133038767564451,0.449600740574288,0.993048901839747,2.20031931351799,2.06593143660456,4,1098,0.506199847201839,-2.5270189806792,2.29045412549531,1.66865030365768e-07,104.340366288572,567
10.101.4.36,37,64.6260051304474,0.925850262143258,0.657137960024525,6.93889390390723e-18,0.0,2,1059,0.0125335868134464,0.458301348906979,-1.80283048844562,0.0001731844949304,40.4032427456991,1062
10.101.4.37,66,0.324482685526306,0.544044091021477,0.985206281759517,1.3877787807814499e-16,0.0,2,1549,0.305698605891268,-10.7442653799519,5.39860029287168,1.66572378530918e-06,267.203045881147,291
10.101.4.38,15,2.10052292607726,0.666856169124196,0.965509738607731,5.55111512312578e-17,0.0,2,1795,0.306038804948709,8.75183104568801,10.4897620285916,4.85227937503991e-06,0.0273604306657932,1774
10.101.4.39,158,0.36345600582911,0.544535240479505,0.981536230998409,1.66533453693773e-16,0.0,4,614,0.193405863330282,-0.509284814772397,-7.23785394581892,1.77800496816811e-06,214.731982196648,1270
10.101.4.4,57,0.289563429271021,0.47384331426837,0.989026683224053,0.0,0.0,4,842,0.440025566355886,-0.607462152226239,-5.19715484851271,3.93405783835292e-07,101.580171407728,663
10.101.4.42,100,0.530671975733809,0.501264794120554,0.992495496149968,8.32667268468867e-17,0.0,2,1665,0.390261127237944,14.8832141622048,13.7634718175424,7.84515368346593e-07,148.266285256057,1760
10.101.4.47,21,0.0295965360640109,0.415226425127194,0.994011350665596,3.24337009987807,5.12222160897721,2,882,0.707077994300626,-1.49905696351715,-15.7600654079232,1.18811606595486e-07,88.0827670577299,958
10.101.4.48,89,0.354983498005545,0.516939088210828,0.983796707132311,5.55111512312578e-17,0.0,4,1218,0.284837539351276,-3.89143403661477,7.59761368739009,8.69366857716385e-07,164.60436568031,1450
10.101.4.5,43,65.819888900492,0.94439874756013,0.564819780664452,0.0,0.0,2,1265,0.0116558266281569,1.09202041051117,-1.07531213842466,0.0002253689611933,29.4267502145667,1268
10.101.4.8,178,0.831167746747838,0.565692303558073,0.984496612294793,5.55111512312578e-17,0.0,2,1235,0.265776142055189,-5.05882181588048,-5.0354133886872,2.47293560613496e-06,341.213247824658,605
10.101.5.11,18,0.842831779523761,0.5725550472549,0.982173516113712,0.0,0.0,4,798,0.27845402075359,-10.1287113949822,3.70958129064326,1.66679289490242e-06,156.90691742748,297
10.101.5.12,114,6.06407739802526,0.669361121006809,0.962907991407553,5.55111512312578e-17,0.0,2,1503,0.106444399972503,5.87688958193693,1.50382992211414,1.234994229122e-05,358.053051744229,1530
10.101.5.14,62,0.184397512199166,0.543371846262838,0.985823695259989,8.32667268468867e-17,0.0,2,1675,0.298120465397921,-12.7856528291735,11.7502935677219,1.70291850175815e-06,227.840548152941,165
10.101.5.16,144,0.587407765172661,0.521316666879246,0.98472052724983,5.55111512312578e-17,0.0,4,761,0.358006494603352,0.903894027301089,-11.7403350083437,5.92767483826908e-07,129.646951878912,1262
10.101.5.20,104,1.22596872081171,0.555127766371363,0.984127343414138,5.55111512312578e-17,0.0,2,1385,0.306718873902362,7.68641846839531,-1.10049466299476,1.79329253085086e-06,267.157976665383,1450
10.101.5.21,79,0.538219605619552,0.58474736226079,0.981810644637853,5.55111512312578e-17,0.0,2,1219,0.237010845412704,4.4237746220588,-5.05686107090466,3.37836939385246e-06,421.462745466116,1270
10.101.5.5,7,0.118304646230313,0.50432146991269,0.983539050607329,2.72237427192907,2.97606713518764,8,1026,0.483269819874143,-11.6651577085978,9.75451401193415,3.07755510611769e-07,86.420706209231,1458
10.101.5.8,29,0.370350336170887,0.479866092727335,0.986588383109758,0.0,0.0,4,1669,0.511369539585689,17.7516241783943,17.4941972553972,4.32289717702948e-07,94.1735898580065,1669
10.101.5.9,20,0.0398067391274047,0.460628597116206,0.989556764203594,2.93877568233379,2.28610654704964,4,718,0.427154963960803,0.0156902618983534,-6.96719593043987,2.33009525454981e-07,103.477155418638,505
10.101.6.1,46,64.6785958435707,0.923936038592829,0.674842621682413,6.93889390390723e-18,0.0,2,1363,0.011389217200296,1.44753474697259,-0.578645714697602,0.0001759686024956,37.0498244897589,1366
10.101.6.11,44,0.161974883649,0.460953032780188,0.990661101271069,2.91614319776537,2.81202179054974,4,703,0.458288356801729,3.27578595907329,-9.61995401347541,3.19319141171441e-07,78.4362766450698,1576
10.101.6.13,70,1.05018546301238,0.570923820711712,0.981769243913131,8.32667268468867e-17,0.0,2,1003,0.267742554685676,-1.62666910943824,-8.25429573605659,2.51641203680936e-06,374.799677399386,837
10.101.6.14,49,0.906318462113059,0.58285768778933,0.980578332636078,8.32667268468867e-17,0.0,2,1385,0.248600854777278,6.83023415511171,-1.16666823194844,3.05540640809863e-06,428.540247511,1438
10.101.6.16,81,0.106347973092481,0.492131873824271,0.988651723834817,1.66533453693773e-16,0.0,4,975,0.358370787555579,-6.71624160399395,-10.144592203331,4.69247853297675e-07,124.126937681138,865
10.101.6.17,181,0.553794106525963,0.618275491949151,0.962228929503985,5.55111512312578e-17,0.0,4,1225,0.234906837667357,4.72873082202781,-4.94924512676979,3.21917871053323e-06,340.911029732942,1276
10.101.6.3,168,0.649908516363895,0.522973167817487,0.989353587186737,8.32667268468867e-17,0.0,2,1055,0.338771097476397,-3.06868353653711,-9.21886460544095,1.16960449536895e-06,251.03171239732,785
10.101.6.6,109,1.23304629404857,0.549297905291737,0.98741657441487,5.55111512312578e-17,0.0,2,1549,0.286465990345385,10.3940740556995,5.15331207704604,1.95920535076415e-06,315.009255004556,1616
10.101.7.11,23,0.152491686640089,0.475413380318012,0.99131081845162,3.05224281897001,2.66176749312971,4,1104,0.458061156741193,-2.80143395500192,1.61656318383368,3.31854302774517e-07,84.7351786088462,1732
10.101.7.12,77,2.41626214501776,0.635752139773237,0.971297575594099,8.32667268468867e-17,0.0,2,1671,0.164306498642176,8.63928387958819,7.33996774641327,7.20192174833787e-06,421.131368173394,1706
10.101.7.16,53,20.4576881382857,0.759160085820026,0.92826895320684,2.77555756156289e-17,0.0,2,1029,0.0598799770533084,0.786105917615389,-3.85375840627106,3.227297665307e-05,160.616530973942,1042
10.101.7.17,118,1.06430811992929,0.56825141196326,0.981836775916733,8.32667268468867e-17,0.0,2,1665,0.267322598856089,11.3814586263441,9.89273244663802,2.46286556002295e-06,358.934319708679,1724
10.101.7.19,12,0.105001663917436,0.456493512959184,0.992084443444308,3.0953190071765,3.19958900709213,4,1223,0.651224605780191,12.4477480609587,-5.99825069782984,2.41895921967097e-07,55.3183277230121,1223
10.101.7.2,124,0.0178864955309984,0.542052510372939,0.987007941279249,8.32667268468867e-17,0.0,2,1361,0.32015434638124,-7.70420977814652,-1.83565613304985,1.52859137495949e-06,292.075212444404,479
10.101.7.20,91,0.164148351714983,0.468992565199267,0.991128165917011,0.0,0.0,2,1505,0.488066029743321,14.1115615583086,6.29924967777015,3.77482528786456e-07,146.719442556017,1630
10.101.7.23,71,1.69384970808099,0.575887704715305,0.980140115061715,5.55111512312578e-17,0.0,2,1375,0.253184887949849,6.83576718008535,-1.44301169573428,2.86336697737417e-06,353.462402812415,1430
10.101.7.24,128,0.513827059682921,0.523139829100193,0.987538791332383,5.55111512312578e-17,0.0,2,1499,0.316101602032184,10.8880067203844,3.77348600950322,1.29396915621879e-06,210.371029395908,1582
10.101.7.27,173,2.90675218913574,0.604216004261161,0.975926343533622,2.77555756156289e-17,0.0,2,1255,0.197605785298487,-4.56948426484726,-4.13100154495781,4.68493114387211e-06,469.412125661381,585
10.101.7.30,97,2.50196183067626,0.610032113365503,0.978802603225564,1.11022302462516e-16,0.0,2,1219,0.191461847544439,3.88952186189045,-4.60833661074176,5.39662450203043e-06,432.092138870777,1260
10.101.7.31,38,64.6150441981904,0.924845899324821,0.664427750948665,6.93889390390723e-18,0.0,2,1061,0.0124761415554018,0.464931604459772,-1.79954816861804,0.0001727955173763,41.0356558285872,1064
10.101.7.32,176,0.681475584645442,0.632911250943484,0.947372117016907,8.32667268468867e-17,0.0,6,1225,0.235197645427818,4.94363714491054,-4.95205063359018,3.05215727732012e-06,372.233289724946,1276
10.101.7.33,59,0.540975516103025,0.532002199796232,0.989250839507911,8.32667268468867e-17,0.0,2,1543,0.326171669241461,-11.1372317761572,5.53477608836181,1.41119558006508e-06,184.7990826685,297
10.101.7.34,33,0.0191841364838975,0.433029530398533,0.994183497156766,0.0,0.0,1,1677,0.854711804576888,21.0936799283912,22.4259845991619,7.29211716945539e-08,55.8851530457562,1677
10.101.7.42,171,0.668814622776043,0.523533460100272,0.989292674759232,8.32667268468867e-17,0.0,2,1055,0.338016277017279,-3.06418918765505,-9.20830406489079,1.19466889869881e-06,230.574024538723,785
10.101.7.43,58,0.456496424631348,0.51974503197324,0.987835994166903,8.32667268468867e-17,0.0,2,1535,0.353201518661766,-11.6781850425429,5.5856892579147,1.0687943511217e-06,209.116336489245,305
10.101.7.46,32,0.207215885880124,0.505535026400886,0.988072863629731,5.55111512312578e-17,0.0,4,1543,0.507094185839059,-17.2877870698103,12.4722882259435,4.74117459636797e-07,128.948053567627,165
10.101.7.48,74,2.47275460298614,0.635523744237634,0.972400896655296,5.55111512312578e-17,0.0,2,1671,0.164346623197267,8.63754825700566,7.33604036743916,7.2051904682233e-06,424.19477069173,1706
10.101.7.49,99,1.14361878082091,0.550210122595685,0.98519480012573,8.32667268468867e-17,0.0,2,1505,0.256141856333173,9.70071929136786,3.27344314143862,2.25781132195697e-06,318.741964842773,1572
10.101.7.5,184,0.0857605559624003,0.477402098058985,0.990801335380378,0.0,0.0,2,1223,0.48727429628458,7.61056459684132,-6.62140573824558,3.76620366559888e-07,125.702268419369,1340
10.101.7.52,159,0.385403940306593,0.552066053743244,0.98821087616285,5.55111512312578e-17,0.0,2,1267,0.269568670567122,-5.85423397697191,-4.4490405482719,2.21409873943387e-06,271.126981875864,573
10.101.7.54,27,0.0306319530568322,0.486857456370544,0.988198071305441,0.0,0.0,4,1237,0.577566604439339,-10.8102847184717,-5.6589659103117,2.46001720235039e-07,107.331400042595,603
10.101.7.55,170,0.924568072861212,0.534173634688665,0.986617657703706,5.55111512312578e-17,0.0,2,1061,0.313599899715698,-2.99892863417555,-8.83011056930921,1.44866561138315e-06,259.335845258266,779
10.101.7.7,162,0.644887555662172,0.509372380358485,0.988627167021619,1.11022302462516e-16,0.0,2,987,0.416165887429634,-2.09168276515284,-10.4775040647805,6.83032948648025e-07,193.627514014681,853
10.101.8.12,56,0.446388248482146,0.472989478458202,0.991417011504051,1.11022302462516e-16,0.0,2,1669,0.489165421718105,17.3380871626403,16.9546657864608,4.40703001361527e-07,119.86702018793,1790
