x,y
19821.0,0.0
19750.0,0.0
19634.0,0.0
19597.0,0.0
19584.0,0.0
19201.0,0.0
18987.571428571428,6.0
19133.0,6.0
19314.0,5.0
19725.0,6.0
20099.0,6.0
20593.0,6.0
20643.0,6.0
20846.0,5.0
21293.0,5.0
21442.0,6.0
22199.0,6.0
22312.0,6.0
22316.0,6.0
22371.0,6.0
22399.0,6.0
22570.0,6.0
22593.0,6.0
24141.392333709133,6.693724163848177
24439.0,6.0
24464.0,6.0
24740.0,6.0
25018.540345242873,6.782416700120433
26604.0,5.0
28048.61569148936,5.714095744680851
28448.0,4.0
28195.0,0.0
27340.0,5.0
27190.0,5.0
26863.0,4.0
26348.0,0.0
26285.0,0.0
26055.0,0.0
25997.0,0.0
25977.0,0.0
25969.0,0.0
25933.0,0.0
25907.0,0.0
25463.0,0.0
25398.0,0.0
25333.0,0.0
25278.0,0.0
25098.0,0.0
24986.0,0.0
24910.0,0.0
24814.0,0.0
24794.0,0.0
24648.0,0.0
24638.0,0.0
24635.0,0.0
24443.0,0.0
24378.0,0.0
24082.0,0.0
23978.0,0.0
23913.0,0.0
23632.0,0.0
23552.0,0.0
23368.0,0.0
22878.0,0.0
22699.0,0.0
22591.0,0.0
22452.0,0.0
22242.0,0.0
22187.0,0.0
21851.0,0.0
21805.0,0.0
21460.0,0.0
21338.0,0.0
21249.0,0.0
21238.0,0.0
21200.0,0.0
21158.0,0.0
21091.0,0.0
21068.0,0.0
21058.0,0.0
21045.0,0.0
21001.0,0.0
20990.0,0.0
20958.0,0.0
20852.0,0.0
20846.0,0.0
20564.0,0.0
20298.0,0.0
19967.0,0.0
19821.0,0.0
