x,y
55.8,17.9
45.0,17.0
36.0,17.0
0.0,17.0
0.0,18.0
0.0,19.0
0.0,20.0
0.0,21.0
0.0,22.0
0.0,23.0
0.0,24.0
0.0,25.0
36.0,21.0
36.33802816901409,23.366197183098592
40.0,23.0
46.0,27.0
54.0,28.0
61.0,26.0
74.0,26.0
67.0,24.0
62.0,21.0
55.8,17.9
