x,y
110909.0,0.0
109482.0,0.0
108667.0,0.0
107921.0,0.0
107736.0,0.0
107255.0,0.0
106965.0,0.0
106678.0,0.0
106592.0,0.0
106571.0,0.0
106554.0,0.0
106099.0,0.0
105941.0,0.0
105675.0,0.0
105302.0,0.0
105117.0,0.0
104675.0,0.0
104446.0,0.0
104411.0,0.0
104063.0,0.0
103686.0,0.0
102479.0,0.0
102393.0,0.0
101567.0,0.0
101154.0,0.0
100696.0,0.0
100674.0,0.0
100198.0,0.0
99985.0,0.0
99959.0,0.0
99735.0,0.0
99601.0,0.0
99297.0,0.0
99265.0,0.0
99202.0,0.0
97189.0,0.0
97006.0,0.0
96097.0,0.0
95412.0,0.0
95392.0,0.0
95268.0,0.0
95247.0,0.0
94986.0,0.0
94719.0,0.0
93362.0,0.0
93338.0,0.0
91077.0,0.0
90690.0,0.0
90314.0,0.0
90269.0,0.0
90207.0,0.0
89149.0,0.0
88457.0,0.0
88023.0,0.0
87420.0,0.0
87181.0,0.0
86161.0,0.0
86032.0,0.0
81325.0,0.0
81137.0,0.0
80814.0,0.0
79422.0,0.0
79413.0,0.0
96128.6988533636,65.34784956756545
153840.05324751316,161.65382269088556
160856.0,142.0
160473.0,115.0
152808.0,0.0
142506.0,0.0
141112.0,0.0
139980.0,0.0
137388.0,0.0
135992.0,0.0
130065.0,0.0
129134.0,0.0
123759.0,0.0
114071.0,0.0
111580.0,0.0
110909.0,0.0
