x,y
58533.0,40.0
60863.0,41.0
64350.0,52.0
70016.0,45.0
75923.0,40.0
76679.0,37.0
77934.0,33.0
80133.0,31.0
82197.0,35.0
85834.3330178024,50.24523207658796
87539.00577069451,49.57995910221618
90256.0,42.0
91037.0,39.0
93542.0,32.0
97378.0,38.0
98430.0,41.0
99015.0,41.0
100589.0,41.0
100730.0,41.0
102928.90804608642,43.5738291604601
133644.16165253764,31.586761208162777
129924.0,30.0
119870.0,0.0
115995.0,0.0
115241.0,0.0
114736.0,0.0
111902.0,0.0
111610.0,0.0
111361.0,0.0
110120.0,0.0
109878.0,0.0
109576.0,0.0
109526.0,0.0
105351.0,0.0
104787.0,0.0
104340.0,0.0
102018.0,0.0
101952.0,0.0
95937.0,0.0
95621.0,0.0
88579.0,0.0
83065.0,0.0
80150.0,0.0
73442.0,0.0
72091.0,0.0
60210.0,0.0
50979.0,33.0
46174.0,35.0
50493.0,47.0
54372.0,41.0
58533.0,40.0
