x,y
10.286780536816421,707626.0216736041
12.0,711563.0
12.0,717194.0
18.0,711103.0
18.0,710758.0
18.0,705983.0
19.0,702486.0
18.0,698367.0
19.0,697332.0
20.0,694757.0
20.0,690104.0
20.0,687673.0
18.0,685556.0
17.871972842724215,685460.5557542508
17.0,685917.0
11.0,689195.0
9.0,694833.0
9.0,694890.0
9.0,695100.0
8.595454545454546,695973.4136363637
8.0,697652.0
9.0,701544.0
11.0,704296.0
10.286780536816421,707626.0216736041
