x,y
190.23728813559322,5.61864406779661
191.0,6.0
230.0,8.0
286.0,9.0
360.0,10.0
455.0,10.0
410.0,9.0
375.0,7.0
263.0,7.0
206.0,6.0
190.23728813559322,5.61864406779661
