step,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico,Virgin Islands
145,7202.2,1258.4,9390.6,4494.7,56169.6,8769.5,6311.4,1580.8,2603.5,28288.7,15016.4,2255.7,2357.0,22018.7,11146.7,5760.5,5162.5,6896.3,7384.6,2296.5,9809.4,12739.5,15385.9,10400.8,4165.8,10295.9,1662.6,3689.3,4408.0,2418.3,14871.3,3023.8,33618.6,15149.1,1616.4,19923.7,6076.4,6249.9,22145.4,1795.2,7075.5,1574.3,10375.7,41480.3,4737.3,1165.0,14183.2,11057.1,2801.4,10610.3,1106.2,3491.1,135.3
146,7224.0,1260.7,9421.9,4505.9,56330.9,8800.9,6321.3,1586.7,2610.0,28372.1,15054.2,2254.2,2360.0,22083.2,11169.2,5782.3,5180.8,6915.3,7400.9,2299.4,9838.4,12781.4,15438.6,10439.2,4175.3,10316.5,1664.5,3703.1,4414.5,2426.3,14912.2,3036.1,33695.8,15192.9,1630.9,19997.7,6088.5,6254.3,22218.1,1798.9,7093.5,1579.4,10414.1,41639.7,4755.5,1169.2,14205.1,11090.2,2806.6,10661.7,1106.9,3492.0,134.7
147,7230.9,1258.5,9421.1,4504.8,56398.8,8819.6,6293.3,1582.9,2603.3,28474.1,15078.5,2266.9,2363.1,22077.7,11166.2,5781.3,5166.4,6907.6,7443.1,2302.1,9816.2,12745.7,15481.7,10465.2,4172.1,10286.9,1671.9,3703.9,4425.3,2425.6,14840.0,3028.2,33644.0,15204.8,1643.3,19972.9,6107.9,6256.6,22155.9,1794.4,7094.2,1586.7,10414.1,41747.0,4788.6,1163.9,14180.7,11116.7,2803.5,10681.3,1113.6,3519.1,133.3
148,7219.0,1260.5,9430.8,4504.3,56565.5,8838.8,6300.8,1586.8,2619.0,28480.0,15101.7,2273.1,2370.0,22074.8,11180.4,5783.9,5177.3,6923.0,7448.3,2303.5,9812.0,12756.2,15448.7,10439.8,4168.4,10295.4,1676.8,3708.8,4435.8,2425.4,14865.8,3029.7,33710.3,15234.5,1650.4,19993.8,6116.1,6267.3,22144.0,1796.2,7094.8,1582.7,10431.1,41874.9,4812.4,1169.0,14166.0,11142.4,2827.2,10674.7,1107.1,3517.4,128.9
149,7223.6,1263.1,9467.3,4503.0,56758.4,8864.2,6305.3,1584.5,2610.8,28538.5,15121.4,2278.0,2374.5,22091.9,11198.8,5785.1,5190.5,6933.9,7440.0,2301.1,9831.6,12807.5,15456.1,10456.3,4168.9,10299.2,1676.9,3714.6,4449.5,2432.4,14896.9,3042.8,33708.9,15203.1,1663.2,20009.1,6125.3,6270.8,22135.5,1797.1,7113.3,1585.9,10447.0,42003.8,4820.2,1167.4,14173.5,11162.4,2782.7,10672.6,1102.5,3533.0,128.3
150,7215.0,1260.7,9445.6,4487.2,56832.7,8879.4,6305.6,1588.1,2607.0,28556.3,15105.6,2282.5,2378.9,22103.3,11164.9,5791.5,5167.2,6922.6,7415.2,2297.2,9836.3,12798.7,15503.4,10433.7,4172.7,10307.3,1677.8,3716.5,4444.3,2432.7,14870.4,3033.9,33660.2,15223.2,1660.6,19991.9,6113.3,6284.6,22111.0,1791.8,7109.9,1581.8,10435.0,42056.1,4812.0,1169.1,14155.4,11169.2,2780.6,10654.8,1099.5,3526.2,128.1
151,7232.5,1259.3,9493.9,4494.2,56920.2,8891.1,6307.6,1592.0,2614.9,28594.2,15128.4,2301.7,2383.9,22133.0,11203.5,5794.2,5180.3,6916.8,7410.7,2296.7,9840.3,12813.7,15504.6,10474.8,4180.1,10313.0,1681.8,3714.6,4459.6,2438.6,14893.9,3030.7,33731.6,15255.0,1666.0,19989.8,6119.7,6298.1,22120.1,1800.4,7125.3,1583.2,10448.8,42203.9,4828.1,1170.1,14197.6,11190.9,2777.4,10664.1,1102.2,3531.3,127.0
152,7242.0,1262.3,9525.6,4489.2,57038.0,8916.5,6321.9,1591.3,2628.3,28668.7,15144.2,2289.7,2395.0,22184.4,11245.4,5804.4,5177.2,6932.5,7420.1,2298.5,9868.2,12840.0,15527.4,10518.9,4177.5,10328.5,1689.0,3718.5,4470.4,2446.2,14926.4,3039.9,33830.9,15287.0,1672.0,20019.7,6130.6,6299.0,22157.3,1805.9,7131.4,1587.1,10467.4,42321.6,4844.9,1170.5,14245.9,11208.8,2792.1,10684.6,1103.5,3532.2,125.9
153,7253.8,1281.4,9534.5,4489.4,57173.5,8958.9,6331.1,1596.7,2641.0,28780.2,15198.0,2295.1,2401.4,22163.6,11244.9,5805.9,5193.7,6939.9,7438.0,2298.0,9877.6,12838.7,15540.3,10526.2,4176.7,10339.8,1688.2,3725.1,4481.2,2440.1,14938.6,3068.7,33882.9,15316.3,1674.0,20073.3,6164.8,6314.5,22153.4,1801.1,7144.1,1586.4,10481.7,42440.7,4855.5,1165.9,14291.5,11257.5,2789.5,10699.2,1103.5,3532.3,126.9
154,7260.8,1271.3,9555.2,4486.1,57334.5,8977.9,6330.9,1601.1,2640.9,28817.2,15232.5,2311.6,2409.5,22203.1,11235.1,5810.9,5193.8,6942.7,7455.9,2298.5,9873.6,12862.9,15575.2,10548.9,4180.1,10360.2,1687.2,3727.5,4492.3,2442.2,14879.1,3066.9,33774.5,15348.8,1666.6,20059.4,6170.8,6315.8,22158.7,1801.1,7166.8,1589.1,10494.9,42559.1,4881.7,1168.7,14296.4,11271.9,2776.7,10731.5,1104.6,3530.3,127.0
155,7257.7,1268.9,9576.7,4501.6,57463.6,8995.1,6343.6,1604.5,2643.6,28856.3,15238.0,2304.5,2412.2,22212.8,11246.4,5820.6,5195.7,6946.5,7462.7,2296.9,9896.7,12866.2,15619.0,10564.7,4183.6,10373.3,1692.5,3735.3,4488.3,2439.0,14958.9,3059.5,33965.4,15365.8,1681.7,20091.5,6185.9,6325.6,22157.8,1808.4,7175.1,1590.9,10509.7,42657.2,4888.1,1171.2,14307.1,11283.3,2782.2,10726.6,1106.5,3515.8,126.8
156,7264.1,1262.6,9588.3,4498.2,57577.4,9002.5,6336.3,1603.8,2642.2,28911.1,15292.2,2285.3,2414.4,22245.6,11257.9,5820.9,5203.6,6964.8,7479.8,2299.4,9922.9,12906.5,15679.2,10598.9,4184.4,10376.6,1696.4,3732.5,4505.2,2444.8,15020.0,3066.6,33999.8,15393.3,1685.2,20124.6,6158.6,6340.9,22159.6,1812.8,7185.5,1591.9,10518.7,42679.3,4904.5,1172.1,14325.6,11309.9,2788.7,10700.7,1108.0,3509.4,126.7
157,7281.6,1269.8,9614.4,4506.3,57776.9,9045.8,6331.9,1610.2,2645.5,29004.7,15334.2,2314.7,2423.1,22289.3,11302.5,5834.0,5212.1,6966.3,7510.5,2300.6,9927.7,12929.6,15722.3,10632.7,4200.6,10405.7,1703.1,3739.5,4513.0,2447.9,15041.2,3066.9,34040.5,15416.9,1696.0,20164.6,6173.7,6356.8,22218.0,1809.1,7191.2,1594.1,10548.5,42905.6,4920.8,1172.8,14347.5,11343.1,2792.4,10761.0,1106.0,3499.2,125.3
158,7290.1,1269.8,9633.3,4503.1,57893.2,9071.2,6350.1,1614.6,2647.4,29070.9,15341.9,2317.5,2429.3,22276.5,11298.9,5830.7,5210.8,6978.4,7517.1,2302.9,9939.5,12962.1,15748.2,10646.3,4204.4,10392.4,1705.6,3736.6,4527.4,2444.7,15068.1,3063.9,34131.7,15447.2,1702.0,20172.7,6184.7,6368.1,22232.2,1817.4,7196.0,1594.7,10551.0,43028.8,4934.4,1176.4,14348.2,11348.2,2790.6,10763.6,1108.2,3492.2,126.1
159,7295.0,1269.8,9660.2,4501.2,58059.5,9080.6,6362.2,1615.7,2663.7,29129.6,15369.3,2317.1,2432.5,22235.6,11295.7,5819.6,5226.9,6972.7,7529.8,2306.2,9927.3,12981.1,15690.5,10579.4,4199.7,10400.0,1710.4,3737.5,4544.5,2447.7,15031.4,3073.4,34221.1,15465.3,1690.4,20214.9,6187.3,6389.3,22180.6,1813.1,7215.2,1584.7,10571.5,43091.7,4951.1,1178.6,14312.8,11372.7,2786.6,10714.8,1108.6,3477.8,124.8
160,7304.9,1264.5,9683.7,4494.9,58166.0,9106.1,6360.0,1617.9,2661.4,29185.1,15378.8,2326.6,2441.0,22269.6,11273.0,5850.5,5223.1,6978.2,7524.9,2310.5,9928.8,13001.5,15769.3,10643.1,4199.9,10416.9,1712.4,3751.2,4550.0,2452.9,15047.0,3072.8,34219.2,15466.2,1710.1,20264.9,6201.1,6401.9,22193.4,1815.4,7227.1,1598.0,10584.9,43154.7,4954.4,1173.2,14290.4,11399.9,2789.4,10765.8,1110.8,3472.5,125.2
161,7308.7,1268.6,9696.9,4486.3,58261.7,9135.7,6378.5,1620.3,2654.9,29288.3,15408.0,2330.9,2442.4,22302.6,11298.7,5860.6,5229.5,6984.2,7541.6,2315.7,9946.3,13030.8,15776.0,10660.2,4210.4,10427.6,1709.6,3753.7,4575.1,2450.6,15074.1,3064.7,34232.2,15471.1,1716.8,20276.9,6209.6,6412.8,22195.8,1825.4,7250.5,1597.0,10603.0,43290.6,4959.5,1175.8,14293.4,11412.6,2782.3,10782.1,1114.5,3475.8,124.6
162,7304.0,1267.0,9715.6,4493.8,58382.8,9159.9,6390.9,1625.1,2662.0,29355.9,15438.3,2337.6,2441.4,22328.6,11289.3,5891.4,5242.5,6990.6,7536.6,2316.7,9951.4,13009.0,15763.8,10625.8,4207.3,10423.6,1707.1,3761.3,4578.7,2449.5,15073.3,3065.8,34287.7,15502.1,1721.3,20280.4,6214.9,6425.8,22207.7,1823.9,7266.6,1598.1,10602.0,43401.2,4981.7,1170.0,14298.1,11420.8,2782.6,10789.3,1112.9,3445.5,123.1
163,7310.0,1271.5,9737.8,4491.3,58556.5,9186.4,6382.3,1633.4,2668.2,29438.7,15470.1,2329.4,2447.4,22362.2,11371.9,5897.1,5253.0,7012.9,7554.4,2316.9,9946.0,13038.3,15839.8,10679.3,4212.4,10434.8,1713.1,3769.0,4590.8,2457.1,15108.8,3070.5,34313.8,15540.7,1728.2,20303.5,6224.4,6442.8,22224.8,1829.2,7283.5,1599.3,10623.0,43485.4,4987.0,1175.4,14311.8,11458.3,2781.2,10813.3,1112.5,3452.3,123.3
164,7308.7,1274.5,9758.7,4499.4,58638.6,9211.5,6374.6,1633.6,2682.9,29503.9,15508.5,2338.6,2446.8,22379.6,11365.7,5905.7,5265.7,7027.1,7573.9,2322.3,9953.6,13049.9,15873.0,10720.7,4226.8,10458.5,1715.8,3774.3,4589.5,2453.7,15109.3,3071.8,34469.1,15595.3,1733.3,20330.5,6237.0,6471.3,22236.7,1829.1,7304.1,1602.5,10645.2,43613.9,4991.6,1174.2,14327.8,11487.3,2775.4,10837.4,1108.6,3447.6,124.4
165,7316.1,1271.1,9771.6,4505.7,58773.7,9234.4,6371.5,1639.9,2671.5,29577.2,15554.6,2344.3,2469.0,22382.1,11388.3,5890.0,5265.8,7034.2,7587.4,2324.8,9948.8,13071.6,15907.1,10738.5,4225.6,10468.1,1720.6,3780.8,4600.7,2463.6,15113.4,3074.4,34525.5,15625.8,1734.8,20360.0,6235.1,6481.6,22234.1,1834.0,7324.7,1605.9,10679.0,43693.6,5012.8,1178.2,14313.7,11525.9,2774.9,10838.1,1111.0,3452.5,123.2
166,7322.0,1273.8,9804.4,4508.9,58998.8,9257.5,6377.7,1644.0,2680.1,29652.8,15579.6,2343.3,2472.5,22404.9,11436.2,5904.9,5276.2,7044.3,7598.9,2318.0,9968.2,13080.1,15925.8,10744.4,4232.7,10472.9,1722.0,3788.2,4622.2,2468.0,15147.9,3075.6,34578.7,15649.4,1748.7,20391.8,6243.7,6499.7,22245.8,1836.0,7332.6,1610.6,10722.5,43816.1,5030.2,1181.4,14343.6,11543.4,2776.3,10850.9,1110.5,3455.3,122.2
167,7339.0,1275.0,9821.1,4492.9,59130.0,9283.7,6365.8,1639.5,2680.0,29725.3,15609.7,2350.5,2475.0,22453.3,11436.6,5906.6,5277.0,7050.8,7578.3,2319.1,9952.8,13100.1,15937.6,10755.3,4232.9,10469.7,1723.3,3790.3,4626.7,2471.6,15110.3,3080.0,34600.9,15674.7,1738.5,20414.5,6227.8,6514.3,22242.0,1829.2,7356.1,1609.5,10735.8,43859.4,5044.7,1181.8,14323.7,11566.6,2771.9,10861.7,1114.4,3455.7,122.3
168,7328.1,1273.9,9817.8,4512.4,59273.2,9324.4,6381.6,1646.6,2660.3,29795.7,15657.5,2345.5,2485.4,22492.9,11360.7,5902.3,5290.3,7048.3,7605.1,2315.3,9964.0,13120.2,15936.1,10747.9,4243.3,10455.3,1723.3,3794.8,4646.6,2472.3,15112.9,3088.1,34575.6,15683.9,1744.9,20398.8,6245.3,6534.8,22274.4,1833.3,7364.4,1616.3,10735.4,43971.9,5050.4,1182.8,14330.1,11620.5,2767.1,10872.5,1117.8,3436.9,120.8
169,7324.3,1273.3,9825.4,4517.3,59409.2,9344.5,6370.3,1645.8,2664.0,29877.3,15636.9,2346.4,2493.0,22489.9,11407.3,5911.4,5288.5,7046.8,7615.2,2319.5,9960.1,13164.5,16006.2,10758.3,4225.0,10486.1,1725.0,3803.1,4667.0,2474.0,15099.5,3082.2,34674.4,15627.9,1753.3,20425.2,6249.5,6527.3,22250.4,1841.2,7352.0,1616.5,10743.3,44085.5,5060.8,1182.6,14315.4,11612.8,2762.5,10881.0,1119.7,3433.9,121.9
170,7340.6,1275.7,9835.1,4521.8,59543.3,9376.4,6382.1,1648.5,2667.2,29959.8,15741.6,2349.4,2496.1,22524.9,11433.5,5917.6,5303.5,7066.7,7632.2,2319.7,9971.8,13180.1,16009.5,10754.8,4233.4,10485.6,1720.5,3800.4,4685.6,2473.3,15103.2,3081.1,34733.1,15727.2,1760.4,20458.5,6257.5,6555.9,22303.3,1838.8,7402.4,1615.5,10783.1,44229.7,5069.2,1185.9,14331.8,11640.4,2767.1,10888.4,1120.3,3431.8,121.0
171,7363.4,1279.8,9867.7,4532.2,59684.5,9416.4,6405.2,1653.1,2676.9,30103.3,15806.4,2351.2,2504.8,22579.0,11467.1,5935.1,5312.7,7098.7,7642.4,2317.5,10003.2,13221.4,15979.7,10759.2,4239.0,10538.0,1727.8,3804.0,4707.1,2477.9,15192.7,3088.5,34826.3,15798.2,1768.0,20513.5,6269.1,6574.7,22365.6,1847.1,7430.6,1618.2,10809.2,44442.4,5084.5,1181.1,14395.1,11637.7,2775.2,10896.7,1124.0,3419.2,120.7
172,7363.0,1279.1,9867.3,4540.5,59812.8,9445.3,6408.8,1659.4,2669.8,30179.0,15849.7,2357.8,2504.6,22614.7,11500.5,5951.1,5322.7,7101.3,7661.0,2326.6,10027.8,13235.6,16073.5,10814.8,4241.4,10546.7,1728.0,3807.6,4722.6,2471.2,15227.4,3097.2,34922.9,15826.0,1778.3,20553.0,6271.4,6586.2,22406.4,1852.3,7446.4,1620.9,10823.8,44580.5,5090.5,1186.5,14421.6,11643.3,2808.5,10928.6,1131.7,3416.5,121.5
173,7378.2,1273.8,9894.9,4543.3,59931.5,9475.7,6408.9,1661.7,2691.4,30255.6,15880.6,2359.0,2508.7,22631.0,11518.1,5949.8,5321.1,7108.6,7666.0,2332.6,10040.2,13246.3,16147.6,10840.0,4245.8,10542.7,1731.1,3805.9,4728.4,2484.0,15213.1,3094.1,34981.9,15841.7,1787.3,20590.5,6283.3,6608.0,22430.2,1850.7,7453.2,1622.2,10834.0,44702.6,5104.9,1189.4,14419.9,11683.0,2749.3,10952.4,1138.0,3400.8,121.1
174,7383.2,1277.2,9905.2,4544.9,59974.7,9495.6,6416.7,1661.0,2689.7,30336.6,15946.6,2360.1,2510.8,22644.7,11504.3,5947.7,5327.1,7126.8,7689.3,2326.6,10030.4,13278.9,16129.7,10849.8,4247.2,10550.3,1735.4,3806.8,4736.0,2486.7,15223.2,3107.3,35032.0,15875.6,1798.7,20579.9,6297.0,6615.4,22424.9,1853.0,7451.7,1627.3,10860.6,44814.9,5111.3,1186.8,14410.2,11735.8,2759.0,10961.3,1137.5,3393.1,122.5
175,7397.4,1275.3,9919.9,4551.9,60220.4,9532.7,6422.0,1666.8,2693.4,30438.7,15999.9,2367.2,2515.6,22660.8,11517.0,5959.4,5331.8,7144.3,7705.4,2329.6,10060.3,13260.3,16148.2,10868.2,4247.6,10570.3,1736.4,3811.0,4762.2,2463.8,15227.6,3112.2,35104.8,15901.3,1800.1,20638.4,6307.0,6628.0,22458.5,1856.1,7472.8,1628.7,10897.2,44918.9,5134.8,1191.6,14422.9,11769.2,2765.7,11001.8,1133.5,3397.2,122.3
176,7411.4,1274.9,9938.4,4567.0,60396.1,9565.3,6426.8,1669.5,2703.9,30539.6,16027.2,2367.9,2513.0,22677.0,11523.6,5975.8,5329.5,7148.9,7730.1,2332.3,10074.6,13335.8,16132.4,10864.8,4251.8,10570.4,1737.5,3815.6,4781.9,2493.4,15244.0,3113.9,35140.2,15940.5,1803.1,20676.9,6309.8,6655.5,22474.0,1859.6,7502.2,1630.0,10922.1,45061.7,5154.3,1189.1,14438.0,11804.9,2777.9,11004.8,1135.6,3397.7,123.1
177,7420.2,1278.6,9975.1,4572.7,60524.4,9597.7,6428.7,1673.1,2704.4,30619.4,16048.6,2371.0,2524.0,22719.4,11544.3,5962.1,5335.7,7159.8,7731.9,2338.0,10082.9,13369.1,16177.7,10880.1,4257.9,10608.0,1732.0,3819.8,4792.3,2494.5,15248.4,3127.6,35192.8,15990.2,1811.2,20704.5,6321.8,6668.9,22503.5,1859.9,7529.1,1630.8,10940.0,45243.2,5172.5,1189.0,14440.0,11807.8,2783.6,11013.7,1138.5,3401.8,122.2
178,7428.4,1280.2,10009.7,4585.6,60717.8,9616.7,6438.2,1686.0,2708.4,30739.4,16107.3,2382.0,2530.2,22772.0,11594.4,5972.5,5340.7,7170.4,7751.6,2334.3,10097.3,13413.3,16214.1,10900.2,4268.5,10620.0,1730.3,3822.3,4805.7,2497.3,15275.1,3129.0,35257.8,16025.5,1815.2,20757.3,6337.5,6693.2,22539.8,1863.6,7556.8,1627.7,10983.4,45397.5,5192.2,1193.3,14457.6,11847.7,2781.5,11061.4,1133.2,3408.8,122.8
179,7445.5,1283.6,10040.2,4603.8,60835.1,9661.1,6441.5,1686.5,2708.5,30833.8,16173.5,2367.5,2537.3,22813.4,11617.0,5987.1,5348.3,7184.8,7765.2,2340.9,10110.3,13434.7,16280.7,10921.9,4272.0,10637.2,1739.7,3835.4,4828.0,2501.5,15292.7,3134.7,35314.3,16068.6,1816.0,20792.5,6356.6,6723.6,22572.4,1867.3,7580.6,1633.2,11013.0,45549.3,5208.2,1190.9,14474.0,11902.6,2780.7,11043.2,1137.3,3406.5,123.0
180,7437.1,1287.6,10052.6,4601.0,60970.1,9687.1,6452.8,1686.4,2722.7,30920.5,16163.5,2380.9,2546.9,22808.0,11634.7,5996.4,5345.2,7199.2,7753.7,2337.7,10108.2,13421.7,16255.0,10914.7,4264.7,10680.8,1752.9,3838.1,4844.6,2503.7,15276.8,3132.5,35354.4,16089.4,1809.1,20777.1,6363.9,6734.7,22529.2,1870.7,7576.7,1633.2,11012.4,45573.4,5235.3,1197.9,14523.9,11916.5,2777.7,11045.8,1138.1,3402.4,123.0
181,7448.1,1286.0,10070.6,4611.1,61095.4,9715.0,6445.8,1688.9,2724.5,30999.2,16206.8,2383.9,2549.9,22822.2,11635.7,6000.4,5358.8,7191.9,7739.4,2333.5,10124.5,13398.4,16250.9,10935.3,4271.4,10703.2,1758.4,3847.0,4852.8,2500.9,15299.4,3132.3,35375.8,16134.3,1799.6,20789.8,6365.0,6760.5,22546.8,1858.0,7596.5,1636.7,11021.3,45615.5,5253.3,1195.8,14539.6,11942.9,2774.9,11052.4,1136.5,3400.3,121.3
182,7439.6,1288.4,10082.1,4588.6,61282.4,9722.1,6445.0,1688.6,2723.4,31080.3,16227.4,2387.4,2561.7,22822.9,11639.1,6010.4,5350.9,7171.7,7712.3,2336.4,10105.8,13441.3,16256.1,10956.2,4261.7,10688.0,1761.9,3848.6,4861.7,2509.2,15294.7,3132.8,35397.4,16112.1,1790.5,20784.9,6339.7,6770.7,22490.4,1862.7,7604.1,1639.9,11007.0,45582.3,5270.2,1196.9,14506.8,11980.0,2762.4,11068.4,1133.1,3405.4,122.0
183,7455.7,1282.5,10100.1,4605.8,61367.8,9729.4,6453.6,1687.4,2718.2,31156.4,16227.2,2389.2,2560.1,22903.3,11657.1,5996.6,5335.6,7183.1,7704.9,2340.5,10145.3,13463.8,16268.3,10986.3,4279.2,10733.9,1760.8,3854.0,4872.5,2510.3,15295.9,3125.4,35405.0,16136.1,1772.0,20819.0,6330.0,6798.8,22537.9,1872.4,7608.3,1639.3,11063.1,45609.5,5268.9,1196.5,14590.6,11987.7,2763.7,11073.7,1131.2,3402.5,121.7
184,7484.0,1284.1,10129.8,4631.4,61582.6,9763.2,6472.5,1700.7,2729.8,31295.0,16319.2,2393.6,2572.2,23019.5,11708.4,6005.5,5356.7,7222.6,7712.2,2351.3,10197.0,13555.3,16343.4,11021.4,4295.9,10779.0,1760.9,3857.4,4892.6,2526.0,15365.5,3131.5,35603.1,16216.7,1766.7,20908.3,6331.7,6824.5,22615.6,1882.2,7647.8,1641.8,11117.0,45724.7,5294.4,1202.2,14659.6,12029.1,2770.4,11107.4,1126.0,3383.9,123.1
185,7485.3,1281.0,10142.2,4638.4,61727.2,9780.4,6482.6,1703.4,2734.8,31385.6,16384.3,2402.1,2575.8,23030.3,11735.3,6011.7,5361.2,7235.6,7707.7,2353.3,10193.7,13556.3,16340.4,11019.4,4292.5,10780.6,1760.2,3864.6,4897.7,2525.4,15375.9,3130.1,35655.9,16240.4,1754.5,20906.0,6332.8,6845.1,22637.9,1879.4,7669.6,1641.5,11137.0,45815.3,5311.6,1200.1,14680.5,12083.3,2757.8,11110.1,1120.6,3371.0,122.3
186,7489.6,1281.9,10167.6,4655.5,62077.9,9794.5,6461.1,1706.2,2751.6,31509.1,16399.2,2405.5,2584.2,23045.3,11720.3,6008.3,5362.1,7228.1,7723.9,2356.2,10209.4,13573.0,16375.4,11036.5,4297.5,10809.0,1764.7,3870.0,4910.5,2528.5,15413.3,3134.6,35720.9,16267.6,1745.4,20932.2,6338.2,6850.6,22637.1,1882.7,7692.0,1643.4,11170.0,45911.9,5329.3,1195.4,14757.1,12091.1,2750.6,11130.5,1119.7,3371.0,122.3
187,7510.0,1276.9,10213.1,4666.8,62291.0,9812.2,6461.1,1706.5,2755.3,31606.5,16441.1,2417.5,2587.1,23050.3,11751.3,6003.7,5361.4,7253.3,7731.8,2356.5,10220.7,13586.9,16385.4,11042.7,4304.1,10807.8,1766.8,3876.7,4931.7,2527.2,15433.5,3135.4,35745.3,16306.7,1739.6,20955.8,6330.3,6874.5,22656.1,1880.5,7715.4,1642.3,11192.9,45970.6,5346.6,1197.2,14788.9,12122.2,2748.2,11144.3,1120.2,3370.6,121.5
188,7517.0,1278.4,10223.6,4677.3,62393.8,9841.9,6468.0,1712.8,2757.1,31684.1,16478.7,2405.2,2601.2,23063.7,11762.8,6005.1,5363.6,7260.4,7722.7,2356.6,10225.5,13586.6,16402.8,11040.2,4309.2,10822.0,1771.3,3878.9,4941.1,2534.6,15443.3,3134.1,35808.0,16357.3,1731.4,20970.9,6323.2,6887.1,22654.4,1885.4,7730.8,1643.7,11219.5,46004.9,5364.1,1198.1,14820.2,12151.3,2746.7,11155.9,1121.2,3373.5,121.6
189,7531.8,1275.7,10269.4,4680.8,62632.7,9863.4,6481.5,1714.0,2771.7,31847.2,16549.5,2417.7,2605.7,23098.7,11783.6,6016.9,5369.1,7280.0,7722.8,2357.9,10264.7,13636.8,16464.6,11080.5,4324.3,10843.3,1777.0,3886.2,4967.1,2541.0,15484.7,3137.5,35879.7,16400.7,1722.5,20996.8,6326.2,6914.0,22675.3,1890.4,7763.2,1646.0,11268.8,46050.3,5387.8,1201.1,14864.1,12172.5,2746.6,11174.8,1115.9,3368.1,122.5
190,7542.6,1273.7,10309.7,4691.9,62769.5,9893.6,6485.1,1723.2,2774.9,31957.7,16560.0,2414.6,2613.5,23104.5,11807.1,6022.0,5369.1,7302.4,7715.6,2357.9,10270.9,13662.3,16471.0,11095.6,4326.5,10866.5,1779.5,3887.4,4985.9,2548.1,15512.7,3140.6,35933.9,16435.8,1716.8,21006.2,6322.0,6925.5,22691.4,1893.6,7773.7,1648.6,11297.1,46076.3,5403.2,1200.9,14883.4,12194.7,2747.9,11177.1,1111.6,3364.0,123.0
191,7555.0,1272.1,10313.7,4700.1,62852.3,9910.3,6477.1,1718.9,2784.0,32047.9,16620.8,2427.7,2621.5,23133.9,11822.5,6029.8,5370.7,7307.2,7705.9,2359.8,10290.1,13677.7,16513.2,11098.9,4334.1,10878.2,1782.7,3894.0,5005.7,2550.5,15513.6,3133.3,35954.1,16489.4,1709.4,21037.6,6311.9,6949.9,22721.0,1896.6,7802.5,1651.5,11312.7,46108.1,5414.1,1198.7,14906.1,12229.8,2750.1,11199.1,1106.9,3358.2,123.0
192,7559.7,1269.3,10327.2,4695.5,62941.6,9927.6,6476.0,1713.8,2777.8,32111.8,16636.7,2416.9,2628.3,23163.1,11836.4,6034.2,5377.4,7306.1,7682.5,2366.4,10284.9,13696.4,16553.0,11099.5,4340.4,10891.5,1782.4,3886.1,4993.4,2556.7,15510.5,3135.8,36002.3,16497.8,1692.1,21068.5,6308.7,6955.6,22717.0,1892.8,7787.3,1648.7,11321.3,46183.8,5427.6,1198.0,14843.6,12279.4,2732.9,11218.4,1101.5,3361.5,123.6
193,7564.1,1267.1,10359.8,4703.2,63122.7,9944.2,6490.7,1717.2,2786.5,32199.7,16670.7,2426.6,2641.0,23156.1,11859.1,6041.1,5377.2,7317.5,7661.9,2372.3,10276.1,13734.2,16553.5,11114.3,4351.6,10911.0,1784.8,3887.1,5004.6,2565.3,15555.7,3147.0,36050.3,16540.7,1683.9,21079.7,6315.4,6999.5,22748.4,1898.0,7816.3,1649.9,11347.8,46222.1,5449.4,1200.2,14879.1,12333.3,2729.9,11228.0,1095.3,3350.9,123.5
194,7568.9,1268.3,10382.0,4705.3,63024.4,9956.7,6505.5,1718.3,2787.0,32267.8,16663.4,2424.2,2653.3,23140.0,11858.3,6062.0,5373.8,7305.1,7647.9,2372.5,10292.1,13760.1,16561.5,11125.8,4347.0,10917.1,1788.2,3901.1,5012.7,2563.1,15575.3,3137.6,36124.7,16571.2,1677.5,21101.8,6290.8,7010.1,22774.3,1902.2,7823.1,1652.2,11374.5,46169.2,5467.5,1198.7,14894.3,12353.4,2734.9,11230.6,1092.6,3351.3,123.9
195,7590.3,1268.4,10417.6,4708.2,63414.1,9980.4,6481.5,1714.7,2794.3,32394.1,16738.8,2425.8,2654.2,23161.5,11851.0,6053.1,5377.8,7309.9,7645.5,2377.1,10315.3,13771.0,16650.4,11162.4,4342.7,10945.0,1787.4,3897.2,5032.9,2570.0,15575.6,3135.4,36163.7,16617.1,1676.4,21126.7,6281.8,7021.8,22781.5,1898.4,7847.5,1653.9,11391.8,46272.0,5479.8,1198.2,14891.0,12393.3,2727.7,11249.7,1086.4,3349.6,124.1
