x,y
42.0,11.0
0.0,8.0
0.0,11.0
0.0,12.0
0.0,14.0
40.0,16.0
46.0,16.0
54.0,15.0
58.0,15.0
65.0,14.0
77.0,14.0
85.0,14.0
100.0,12.0
111.0,11.0
119.0,11.0
124.0,11.0
126.0,11.0
138.0,12.0
149.0,7.0
135.0,6.0
124.0,7.0
111.0,7.0
100.0,7.0
99.0,7.0
94.0,7.0
88.0,6.0
78.0,6.0
72.0,7.0
69.0,7.0
58.0,7.0
57.0,7.0
46.0,10.0
45.0,10.0
42.0,11.0
