x,y
45282.0,40.0
44105.0,39.0
21348.0,41.0
5485.0,37.0
751.0,35.0
266.0,40.0
0.0,49.0
0.0,50.0
0.0,51.0
0.0,52.0
0.0,54.0
0.0,55.0
0.0,57.0
0.0,58.0
0.0,60.0
0.0,61.0
0.0,65.0
0.0,66.0
0.0,72.0
4940.0,72.0
29059.0,48.0
40729.0,41.0
45282.0,40.0
