x,y
0.0,2091.0
0.0,2098.0
0.0,2138.0
0.0,2300.0
0.0,2446.0
0.0,2483.0
0.0,2498.0
0.0,2625.0
0.0,2758.0
106.0,2834.0
142.0,2813.0
184.0,2673.0
133.0,2487.0
140.0,2378.0
176.0,2226.0
155.0,2041.0
119.0,1928.0
109.0,1845.0
95.0,1767.0
0.0,1531.0
0.0,1550.0
0.0,1553.0
0.0,1563.0
0.0,1581.0
0.0,1588.0
0.0,1595.0
0.0,1608.0
0.0,1618.0
0.0,1623.0
0.0,1627.0
0.0,1639.0
0.0,1641.0
0.0,1647.0
0.0,1666.0
0.0,1668.0
0.0,1679.0
0.0,1687.0
0.0,1689.0
0.0,1699.0
0.0,1705.0
0.0,1717.0
0.0,1733.0
0.0,1741.0
0.0,1751.0
0.0,1767.0
0.0,1776.0
0.0,1780.0
0.0,1785.0
0.0,1808.0
0.0,1812.0
0.0,1815.0
0.0,1819.0
0.0,1829.0
0.0,1837.0
0.0,1838.0
0.0,1839.0
0.0,1842.0
0.0,1856.0
0.0,1858.0
0.0,1860.0
0.0,1865.0
0.0,1906.0
0.0,1920.0
0.0,1928.0
0.0,1930.0
0.0,1941.0
0.0,1943.0
0.0,1944.0
0.0,1955.0
0.0,1970.0
0.0,2009.0
0.0,2037.0
0.0,2046.0
0.0,2077.0
0.0,2085.0
0.0,2087.0
0.0,2091.0
