x,y
0.0,34.0
0.0,35.0
0.0,36.0
0.0,37.0
0.0,38.0
0.0,39.0
0.0,40.0
0.0,41.0
0.0,42.0
0.0,44.0
0.0,46.0
0.0,47.0
0.0,51.0
57.0,41.0
77.0,52.0
91.0,45.0
127.0,52.0
133.0,47.0
176.0,42.0
184.0,39.0
155.0,37.0
148.0,33.0
120.0,0.0
116.0,0.0
115.0,0.0
114.0,0.0
94.0,0.0
86.0,0.0
83.0,0.0
72.0,0.0
71.0,0.0
70.0,0.0
68.0,0.0
59.0,0.0
0.0,0.0
0.0,22.0
0.0,24.0
0.0,26.0
0.0,27.0
0.0,28.0
0.0,29.0
0.0,30.0
0.0,31.0
0.0,32.0
0.0,33.0
0.0,34.0
