Color Name,Description,Time Stamp,L,A,B,L,C,H,X,Y,Z,R,G,B,HEX,C,M,Y,K,ACES-R,ACES-G,ACES-B,ACEScg-R,ACEScg-G,ACEScg-B,Lin.sRGB-R,Lin.sRGB-G,Lin.sRGB-B
L4 0-10,,,37.47666667,7.76,16.78666667,37.47666667,18.49333333,65.21,10.44,9.8,4.426666667,106.6666667,83.33333333,61.33333333,,47%,58%,74%,35%,0.106366667,0.088633333,0.053433333,0.121933333,0.090766667,0.0537,0.146966667,0.087133333,0.047233333
L4 10-20,,,39.33,9.336666667,18.37666667,39.33,20.61,63.06333333,11.74666667,10.85666667,4.716666667,114.3333333,86.33333333,63,,44%,58%,74%,32%,0.1196,0.097033333,0.056933333,0.138366667,0.0993,0.057233333,0.169466667,0.094633333,0.0499
L4 20-30,,,40.00333333,11.13,20.63,40.00333333,23.44,61.64333333,12.43,11.26333333,4.52,119,87.33333333,60.66666667,,42%,59%,76%,31%,0.1264,0.098933333,0.054533333,0.148266667,0.101266667,0.054866667,0.185333333,0.0956,0.046633333
L4 30-40,,,36.56666667,11.24333333,19.72666667,36.56666667,22.71,60.31333333,10.39,9.316666667,3.686666667,110.3333333,78.66666667,54.66666667,,44%,61%,78%,36%,0.1056,0.0813,0.044466667,0.124466667,0.083066667,0.044766667,0.156833333,0.078133333,0.0379
L4 40-50,,,40.54666667,13.27666667,22.82666667,40.54666667,26.40666667,59.81666667,13.1,11.59,4.296666667,124.3333333,87,58.33333333,,40%,60%,78%,30%,0.133033333,0.0998,0.051866667,0.1583,0.102066667,0.052233333,0.202133333,0.095266667,0.043266667
L4 50-60,,,43.45,14.05,23.74,43.45,27.58333333,59.37666667,15.23666667,13.46,5.04,133,93.66666667,64,,38%,59%,78%,25%,0.154733333,0.1159,0.060866667,0.184066667,0.118466667,0.061266667,0.2351,0.110566667,0.050933333
L4 60-70,,,46.82333333,15.61666667,26.21333333,46.82333333,30.51333333,59.21,18.13666667,15.89666667,5.713333333,145,100.6666667,67,,35%,58%,77%,20%,0.184066667,0.135933333,0.068933333,0.2202,0.1389,0.069533333,0.283333333,0.129033333,0.056933333
L4 70-80,,,47.02333333,15.34333333,26.15666667,47.02333333,30.32333333,59.60666667,18.24,16.04333333,5.793333333,145,101.3333333,68,,36%,58%,77%,20%,0.1851,0.137466667,0.0699,0.221133333,0.140533333,0.070466667,0.2838,0.1308,0.057833333
L4 80-90,,,55.18666667,12.79333333,23.48,55.18666667,26.73666667,61.41666667,25.19333333,23.11333333,10.08666667,163,123.3333333,91.66666667,,33%,49%,67%,10%,0.2565,0.205666667,0.121866667,0.297433333,0.210133333,0.122466667,0.3663,0.1997,0.106966667
L4 90-100,,,66.23333333,8.513333333,19.87666667,66.23333333,21.62666667,66.82,36.88666667,35.62666667,18.68666667,185.3333333,154.6666667,125.6666667,,28%,38%,52%,1%,0.377066667,0.330666667,0.225933333,0.4205,0.337533333,0.226533333,0.488266667,0.327866667,0.207566667
L5 0-10,,,37.09,11.04666667,19.26666667,37.09,22.21,60.18666667,10.68666667,9.616666667,3.906666667,111,80.33333333,56.66666667,,43%,61%,77%,35%,0.108666667,0.084233333,0.047133333,0.127666667,0.086066667,0.047466667,0.1602,0.081033333,0.040533333
L5 10-20,,,38.49,13.75666667,22.59666667,38.49,26.45333333,58.65666667,11.86666667,10.37666667,3.75,119.3333333,81.66666667,54.33333333,,41%,62%,80%,33%,0.120466667,0.088566667,0.045233333,0.144133333,0.090433333,0.045633333,0.185766667,0.0839,0.037466667
L5 20-30,,,38.8,15.11333333,23.27,38.8,27.74333333,56.99,12.25666667,10.55666667,3.726666667,122.3333333,81.33333333,54,,39%,63%,80%,32%,0.124366667,0.089,0.045,0.1498,0.090733333,0.045366667,0.195266667,0.0835,0.037
L5 30-40,,,35.65666667,14.34,21.60666667,35.65666667,25.93,56.43333333,10.28666667,8.846666667,3.17,112.3333333,75,49.66666667,,41%,64%,81%,37%,0.104366667,0.0746,0.038266667,0.125633333,0.075933333,0.038633333,0.1638,0.0699,0.0317
L5 40-50,,,39.08333333,17.74666667,25.08,39.08333333,30.72,54.72,12.82,10.70666667,3.523333333,126.6666667,80.66666667,52,,37%,65%,82%,31%,0.1299,0.088066667,0.042533333,0.158633333,0.089433333,0.042966667,0.2113,0.0809,0.0342
L5 50-60,,,41.12666667,19.93,27.38333333,41.12666667,33.87,53.95333333,14.55333333,11.94666667,3.71,135.6666667,83.66666667,52.66666667,,34%,66%,83%,27%,0.1474,0.0968,0.0448,0.181466667,0.098066667,0.0453,0.2446,0.087766667,0.035266667
L5 60-70,,,40.97666667,19.93333333,27.42333333,40.97666667,33.9,53.98666667,14.45333333,11.86,3.67,135.3333333,83.33333333,52.33333333,,34%,66%,83%,28%,0.146433333,0.095966667,0.044266667,0.180333333,0.0973,0.0448,0.243233333,0.087033333,0.034733333
L5 70-80,,,43.3,20.37,28.41333333,43.3,34.95666667,54.36333333,16.21666667,13.36333333,4.156666667,142.3333333,88.33333333,56,,33%,65%,82%,24%,0.164266667,0.108533333,0.0501,0.202,0.110066667,0.0507,0.2718,0.098733333,0.0394
L5 80-90,,,41.8,18.75666667,26.77333333,41.8,32.69,54.99,14.84333333,12.38,3.993333333,135.6666667,86,55.33333333,,35%,64%,82%,26%,0.150433333,0.101633333,0.048266667,0.183933333,0.103233333,0.048733333,0.245366667,0.093266667,0.0385
L5 90-100,,,40.32666667,19.86666667,26.92666667,40.32666667,33.46,53.58,13.98,11.45,3.566666667,133,82,51.66666667,,35%,67%,83%,28%,0.1416,0.092533333,0.043066667,0.1744,0.093733333,0.0436,0.235466667,0.0838,0.034
L6 0-10,,,36.29,9.18,17.19,36.29,19.49,61.90333333,9.983333333,9.186666667,4.016666667,106.3333333,79.66666667,58.33333333,,46%,60%,75%,37%,0.101666667,0.081833333,0.048533333,0.117733333,0.083666667,0.048733333,0.144633333,0.0796,0.042566667
L6 10-20,,,41.15,11.25333333,20.35,41.15,23.25666667,61.07,13.23666667,12.00333333,4.953333333,122.3333333,90,64.33333333,,42%,58%,75%,29%,0.134633333,0.1057,0.059766667,0.157533333,0.108033333,0.0601,0.196433333,0.102133333,0.0516
L6 20-30,,,35.83666667,9.943333333,17.71333333,35.83666667,20.32,60.69,9.806666667,8.926666667,3.796666667,106,78,56.33333333,,45%,61%,75%,37%,0.099766667,0.0789,0.045866667,0.116333333,0.080633333,0.0461,0.1444,0.0763,0.039966667
L6 30-40,,,37.2,11.68666667,20.05333333,37.2,23.21,59.76,10.79333333,9.646666667,3.796666667,112.3333333,80,55.66666667,,43%,61%,78%,35%,0.109733333,0.0839,0.045866667,0.129566667,0.0857,0.046133333,0.1638,0.080433333,0.039033333
L6 40-50,,,37.54666667,14.18,21.74333333,37.54666667,25.95666667,56.89333333,11.34666667,9.84,3.626666667,117.3333333,79,53.66666667,,41%,63%,79%,34%,0.115166667,0.0836,0.0438,0.138033333,0.085133333,0.044166667,0.178666667,0.078733333,0.0366
L6 50-60,,,39.25666667,14.56333333,22.69,39.25666667,26.96333333,57.32,12.47333333,10.82333333,3.95,122.3333333,83,56,,40%,62%,79%,32%,0.126633333,0.091966667,0.047666667,0.1518,0.0937,0.048066667,0.196533333,0.086666667,0.039666667
L6 60-70,,,41.51333333,16.39666667,24.76666667,41.51333333,29.70333333,56.48666667,14.24666667,12.19,4.25,131.6666667,87,58,,37%,63%,80%,27%,0.144533333,0.102333333,0.0513,0.174533333,0.1042,0.051733333,0.2285,0.095566667,0.042033333
L6 70-80,,,39.94,15.89333333,24.06,39.94,28.84,56.55,13.1,11.21666667,3.91,126.6666667,84,55.66666667,,38%,63%,80%,30%,0.132933333,0.094233333,0.047233333,0.160466667,0.095933333,0.0477,0.209966667,0.088066667,0.038766667
L6 80-90,,,39.38333333,14.29,22.88666667,39.38333333,26.98,58.02,12.49666667,10.88333333,3.946666667,122.6666667,83.66666667,56.33333333,,40%,62%,79%,31%,0.126833333,0.092666667,0.047633333,0.151933333,0.094533333,0.048033333,0.196233333,0.087566667,0.039533333
L6 90-100,,,38.67666667,13.25333333,21.76333333,38.67666667,25.48,58.66,11.89666667,10.47333333,3.933333333,119,82.66666667,56.33333333,,41%,62%,78%,33%,0.120833333,0.089933333,0.0475,0.143933333,0.091833333,0.0478,0.184266667,0.085533333,0.0398
L7 0-10,,,38.35333333,4.26,11.36,38.35333333,12.13666667,69.45666667,10.47666667,10.29,5.76,102,87.66666667,72,,52%,55%,67%,32%,0.107233333,0.096833333,0.069666667,0.117766667,0.098766667,0.069866667,0.133566667,0.0966,0.064966667
L7 10-20,,,39.96333333,3.24,9.76,39.96333333,10.28666667,71.63666667,11.27666667,11.23333333,6.733333333,103.6666667,92,78.33333333,,53%,53%,64%,29%,0.115666667,0.107066667,0.081433333,0.125033333,0.108933333,0.081566667,0.138633333,0.107166667,0.077
L7 20-30,,,43.92666667,2.15,8.543333333,43.92666667,8.806666667,75.87,13.63,13.79,8.783333333,111.6666667,102,89.33333333,,53%,51%,60%,23%,0.140066667,0.133133333,0.106266667,0.148966667,0.135233333,0.106366667,0.161133333,0.133733333,0.101666667
L7 30-40,,,46.84333333,2.42,9.283333333,46.84333333,9.596666667,75.36,15.77,15.92333333,10.04,119.6666667,109.3333333,95.33333333,,51%,49%,59%,19%,0.162,0.153433333,0.1215,0.172766667,0.156,0.121633333,0.187466667,0.154133333,0.115966667
L7 40-50,,,44.66,1.68,7.97,44.66,8.146666667,78.05333333,14.09333333,14.34,9.33,112.3333333,104.3333333,92.66666667,,54%,50%,59%,21%,0.144933333,0.139066667,0.112866667,0.1532,0.1412,0.112966667,0.164033333,0.139966667,0.1084
L7 50-60,,,43.69,1.483333333,7.4,43.69,7.55,78.65333333,13.39,13.65,9.006666667,109.6666667,102,91,,54%,50%,59%,23%,0.137766667,0.132633333,0.108966667,0.1452,0.1346,0.109066667,0.154766667,0.133466667,0.1049
L7 60-70,,,44.96666667,1.803333333,8.586666667,44.96666667,8.773333333,78.14666667,14.32,14.55,9.296666667,113.6666667,105,92.33333333,,53%,50%,60%,21%,0.1472,0.140766667,0.112466667,0.1562,0.1431,0.1126,0.167933333,0.141766667,0.107633333
L7 70-80,,,47.51333333,1.943333333,8.99,47.51333333,9.2,77.79,16.17,16.41333333,10.47666667,120.6666667,111.3333333,97.66666667,,51%,48%,59%,18%,0.166166667,0.158766667,0.126766667,0.1764,0.1614,0.126933333,0.189833333,0.1598,0.1213
L7 80-90,,,45.62666667,1.366666667,7.68,45.62666667,7.8,79.90333333,14.68333333,14.99333333,9.88,114,107,95,,53%,49%,58%,20%,0.151066667,0.145833333,0.119533333,0.159066667,0.148033333,0.119666667,0.1692,0.146933333,0.115066667
L7 90-100,,,48.13666667,1.553333333,8.11,48.13666667,8.26,79.15666667,16.57333333,16.9,11.09666667,121.3333333,113.3333333,100.3333333,,51%,47%,57%,17%,0.1705,0.1642,0.1343,0.1798,0.166733333,0.134433333,0.191666667,0.1654,0.1292
L8 0-10,,,37.21666667,6.993333333,15.51666667,37.21666667,17.01666667,65.74,10.19,9.66,4.576666667,104.6666667,83,62.66666667,,48%,58%,73%,35%,0.103933333,0.0881,0.055233333,0.118166667,0.090133333,0.055433333,0.1408,0.086833333,0.049466667
L8 10-20,,,36.59,6.833333333,15.30333333,36.59,16.75666667,65.92666667,9.833333333,9.33,4.423333333,103,82,61.66666667,,49%,58%,73%,36%,0.1003,0.085133333,0.0534,0.113933333,0.087133333,0.0536,0.135633333,0.084,0.047833333
L8 20-30,,,37.14,7.76,15.81333333,37.14,17.61333333,63.86666667,10.24333333,9.613333333,4.493333333,105.6666667,82.33333333,62.33333333,,47%,58%,73%,35%,0.104433333,0.0871,0.0543,0.119333333,0.089033333,0.054533333,0.143566667,0.085433333,0.0485
L8 30-40,,,35.47333333,9.083333333,17.19666667,35.47333333,19.45,62.15333333,9.506666667,8.74,3.78,103.6666667,77.66666667,56.33333333,,46%,60%,76%,38%,0.0968,0.077866667,0.045666667,0.112266667,0.079633333,0.0459,0.138033333,0.075733333,0.039933333
L8 40-50,,,34.43666667,9.886666667,17.81333333,34.43666667,20.37666667,60.97666667,9.06,8.223333333,3.41,102.6666667,75,53,,46%,61%,76%,40%,0.092166667,0.072466667,0.0412,0.1078,0.074066667,0.041433333,0.134266667,0.070033333,0.035633333
L8 50-60,,,37.61,10.39666667,18.89333333,37.61,21.56666667,61.18,10.88,9.893333333,4.11,111.3333333,82,58.33333333,,44%,60%,76%,34%,0.110666667,0.087233333,0.049633333,0.1294,0.089233333,0.0499,0.161,0.084366667,0.042966667
L8 60-70,,,39.47,10.78,20.05333333,39.47,22.77,61.74333333,12.05,10.95,4.46,117,86,61,,43%,59%,76%,31%,0.122533333,0.096466667,0.053833333,0.143466667,0.098666667,0.054166667,0.178766667,0.093333333,0.0463
L8 70-80,,,42.63333333,11.72,21.96666667,42.63333333,24.89666667,61.91666667,14.28,12.92666667,5.12,127.6666667,93.33333333,65,,41%,57%,76%,27%,0.145166667,0.113466667,0.061766667,0.1706,0.116166667,0.062166667,0.213433333,0.109633333,0.0526
L8 80-90,,,46.69,11.66666667,22.74666667,46.69,25.56333333,62.85,17.32,15.82,6.423333333,138.3333333,103,73,,39%,55%,73%,21%,0.176133333,0.139833333,0.077533333,0.2059,0.143266667,0.077966667,0.255433333,0.1358,0.0665
L8 90-100,,,53.42666667,10.54333333,22.31666667,53.42666667,24.68,64.71,22.94,21.44666667,9.533333333,154.3333333,120.6666667,89.66666667,,36%,49%,68%,12%,0.233666667,0.193233333,0.1151,0.2687,0.197933333,0.115633333,0.325433333,0.1896,0.101333333
L9 0-10,,,35.22333333,8.196666667,16.66,35.22333333,18.56333333,63.80333333,9.27,8.62,3.8,102,77.66666667,56.33333333,,47%,60%,75%,39%,0.0944,0.077333333,0.045866667,0.108866667,0.0792,0.046066667,0.132533333,0.0757,0.0403
L9 10-20,,,34.50333333,8.36,16.51,34.50333333,18.50666667,63.14,8.913333333,8.253333333,3.623333333,100,75.66666667,55,,47%,60%,75%,40%,0.090733333,0.073933333,0.043766667,0.1048,0.0756,0.043966667,0.128033333,0.072166667,0.038433333
L9 20-30,,,35.39333333,9.823333333,18.05333333,35.39333333,20.55333333,61.43666667,9.56,8.703333333,3.623333333,104.6666667,77,54.66666667,,45%,61%,76%,38%,0.097266667,0.0769,0.0438,0.113566667,0.0786,0.044,0.1411,0.074433333,0.0379
L9 30-40,,,36.34666667,11.24666667,19.28,36.34666667,22.32,59.74,10.25666667,9.19,3.69,109.3333333,78.33333333,55,,44%,61%,77%,37%,0.104266667,0.080166667,0.0445,0.122766667,0.081933333,0.0448,0.154666667,0.077,0.038133333
L9 40-50,,,40.73333333,13.59666667,22.66666667,40.73333333,26.43333333,59.04333333,13.28,11.70666667,4.376666667,125,87,59.33333333,,40%,60%,78%,29%,0.134866667,0.100666667,0.052866667,0.1605,0.1028,0.053233333,0.205366667,0.0958,0.044266667
L9 50-60,,,41.56333333,13.51,22.18333333,41.56333333,25.97333333,58.65333333,13.81666667,12.22333333,4.723333333,126.6666667,89.33333333,62,,40%,60%,76%,28%,0.140366667,0.105533333,0.057066667,0.166566667,0.1077,0.057433333,0.212266667,0.100566667,0.048333333
L9 60-70,,,45.2,13.68,22.59333333,45.2,26.41333333,58.81666667,16.49333333,14.7,5.886666667,137,98,69.66666667,,38%,58%,75%,23%,0.167666667,0.1278,0.0711,0.197866667,0.130333333,0.071533333,0.250333333,0.1222,0.060933333
L9 70-80,,,49.15333333,12.82333333,22.20333333,49.15333333,25.64,59.99333333,19.53333333,17.72,7.553333333,146,108,80,,37%,54%,71%,17%,0.198766667,0.156366667,0.0912,0.231966667,0.159566667,0.091733333,0.288633333,0.150866667,0.079633333
L9 80-90,,,51.95666667,13.16333333,23.38666667,51.95666667,26.84,60.62666667,22.12,20.10666667,8.51,154.6666667,114.6666667,84.33333333,,35%,52%,70%,14%,0.2251,0.177533333,0.102733333,0.2626,0.181366667,0.103333333,0.326366667,0.1716,0.089433333
L9 90-100,,,50.73666667,12.92666667,22.6,50.73666667,26.03666667,60.22333333,20.95666667,19.05,8.156666667,150.6666667,112.3333333,83,,36%,53%,70%,15%,0.213266667,0.1683,0.098533333,0.248533333,0.171866667,0.099066667,0.3087,0.1626,0.086066667
L10 0-10,,,38.1,12.38666667,21.02333333,38.1,24.39666667,59.47333333,11.45,10.16666667,3.896666667,116,81.66666667,56,,42%,61%,78%,34%,0.1163,0.087933333,0.047033333,0.1379,0.089866667,0.047366667,0.175333333,0.084033333,0.039733333
L10 10-20,,,35.20333333,12.22,20.07,35.20333333,23.49666667,58.66,9.756666667,8.606666667,3.28,108.3333333,75,51.33333333,,43%,63%,79%,38%,0.0991,0.074133333,0.039566667,0.1178,0.0756,0.039866667,0.1505,0.070533333,0.033333333
L10 20-30,,,34.51666667,12.76,20.39666667,34.51666667,24.06,57.96666667,9.453333333,8.263333333,3.063333333,107.3333333,73.33333333,49,,43%,64%,80%,39%,0.095966667,0.0706,0.036966667,0.114633333,0.072033333,0.037266667,0.1476,0.066833333,0.0309
L10 30-40,,,37.43,14.61666667,22.65333333,37.43,26.96,57.17,11.33333333,9.773333333,3.46,117.3333333,78.66666667,52,,40%,63%,80%,34%,0.115033333,0.082533333,0.041766667,0.138466667,0.0841,0.042066667,0.180233333,0.0775,0.0344
L10 40-50,,,37.31666667,15.33666667,23.06666667,37.31666667,27.69666667,56.38,11.37333333,9.716666667,3.373333333,118.3333333,77.66666667,51,,40%,64%,81%,34%,0.115366667,0.081466667,0.040666667,0.139466667,0.082933333,0.041066667,0.182766667,0.076033333,0.0333
L10 50-60,,,39.08666667,16.48333333,24.48333333,39.08666667,29.51333333,56.04666667,12.63666667,10.71666667,3.616666667,125,81.33333333,53,,38%,64%,82%,31%,0.128133333,0.089233333,0.043633333,0.1555,0.0908,0.044066667,0.205033333,0.082833333,0.035366667
L10 60-70,,,42.44,18.80333333,27.39666667,42.44,33.22666667,55.53666667,15.30333333,12.79,4.07,137.6666667,87.66666667,55.66666667,,34%,64%,82%,25%,0.1551,0.105066667,0.049166667,0.1897,0.1068,0.0497,0.252866667,0.0966,0.039
L10 70-80,,,43.46333333,20.01333333,28.55,43.46333333,34.86,54.96666667,16.28,13.47666667,4.176666667,142,89,56,,33%,64%,83%,24%,0.164933333,0.1098,0.0504,0.2026,0.111466667,0.051,0.271866667,0.100266667,0.039566667
L10 80-90,,,42.27666667,19.46666667,27.52,42.27666667,33.71333333,54.72,15.31333333,12.69666667,4.01,138,86.66666667,55,,34%,65%,82%,26%,0.155166667,0.1037,0.0484,0.190333333,0.105233333,0.048966667,0.254966667,0.094733333,0.0383
L10 90-100,,,43.52666667,19.3,28.10666667,43.52666667,34.09333333,55.52333333,16.19666667,13.51333333,4.27,141.3333333,89.66666667,57,,34%,64%,82%,24%,0.1641,0.110866667,0.051533333,0.200933333,0.1127,0.052133333,0.268166667,0.101833333,0.0407
L11 0-10,,,38.12666667,9.516666667,18.55666667,38.12666667,20.85666667,62.85333333,11.04666667,10.16,4.313333333,111.3333333,84,60,,45%,59%,75%,34%,0.1124,0.090433333,0.052066667,0.130566667,0.092533333,0.052366667,0.160733333,0.088,0.045233333
L11 10-20,,,34.35,8.483333333,16.77666667,34.35,18.79666667,63.18,8.853333333,8.18,3.543333333,100,75.33333333,54.33333333,,47%,60%,76%,40%,0.090133333,0.0731,0.0428,0.104333333,0.074866667,0.043,0.127733333,0.071333333,0.037433333
