Color Name,Description,Time Stamp,L,A,B,L,C,H,X,Y,Z,R,G,B,HEX,C,M,Y,K,ACES-R,ACES-G,ACES-B,ACEScg-R,ACEScg-G,ACEScg-B,Lin.sRGB-R,Lin.sRGB-G,Lin.sRGB-B
S10 60-70,,,42.68666667,13.89666667,23.99,42.68666667,27.72333333,59.91333333,14.68,12.96666667,4.753333333,130.6666667,91.66666667,61.33333333,,0.386666667,0.593333333,0.783333333,0.266666667,0.149033333,0.111566667,0.057333333,0.1776,0.114066667,0.057766667,0.227066667,0.1064,0.047633333
S10 70-80,,,39.70666667,13.73333333,22.82666667,39.70666667,26.64,58.96666667,12.62333333,11.08,4.05,122.3333333,84.66666667,57,,0.403333333,0.613333333,0.79,0.31,0.128133333,0.0949,0.0489,0.153033333,0.096933333,0.049233333,0.1966,0.090133333,0.0406
S10 80-90,,,41.21333333,14.44666667,23.64666667,41.21333333,27.71,58.58666667,13.72333333,11.99666667,4.353333333,127.3333333,87.66666667,59,,0.39,0.606666667,0.793333333,0.286666667,0.1393,0.102466667,0.0525,0.166666667,0.1046,0.052933333,0.214766667,0.097033333,0.043566667
S10 90-100,,,43.18333333,14.57333333,24.24666667,43.18333333,28.29333333,58.99,15.14,13.29666667,4.863333333,133.3333333,92.66666667,62.33333333,,0.38,0.596666667,0.78,0.253333333,0.153733333,0.113866667,0.058666667,0.183566667,0.1163,0.059133333,0.235766667,0.108166667,0.0488
S11 0-10,,,38.09333333,11.98,21.21,38.09333333,24.36,60.53666667,11.39666667,10.16666667,3.866666667,115.6666667,82,55.66666667,,0.423333333,0.61,0.786666667,0.336666667,0.115733333,0.088233333,0.0467,0.1371,0.090266667,0.047,0.173766667,0.0846,0.0393
S11 10-20,,,37.01333333,11.76666667,20.37333333,37.01333333,23.53,60,10.71,9.553333333,3.7,112.3333333,79.66666667,54.66666667,,0.426666667,0.613333333,0.783333333,0.353333333,0.108833333,0.082966667,0.044633333,0.128733333,0.0848,0.044966667,0.163,0.079466667,0.0378
S11 20-30,,,35.54666667,11.36333333,19.27333333,35.54666667,22.37666667,59.47,9.833333333,8.78,3.483333333,108,76.33333333,53.33333333,,0.436666667,0.616666667,0.776666667,0.376666667,0.099966667,0.0764,0.042033333,0.117933333,0.078,0.0423,0.149133333,0.073166667,0.035866667
S11 30-40,,,36.4,12.00666667,20.18333333,36.4,23.48666667,59.24333333,10.38666667,9.223333333,3.566666667,111,78,53.66666667,,0.423333333,0.62,0.78,0.363333333,0.105533333,0.079833333,0.043033333,0.125033333,0.081533333,0.043333333,0.1589,0.076233333,0.036433333
S11 40-50,,,37.93666667,13.11333333,21.93333333,37.93666667,25.55666667,59.12666667,11.43333333,10.05666667,3.703333333,116.6666667,81,54,,0.413333333,0.62,0.793333333,0.336666667,0.116066667,0.0863,0.0447,0.138466667,0.088166667,0.045,0.1775,0.082066667,0.037233333
S11 50-60,,,40.76333333,15.56666667,24.76,40.76333333,29.24333333,57.83666667,13.60666667,11.72666667,4.03,128.6666667,86,56,,0.383333333,0.623333333,0.806666667,0.29,0.138,0.098866667,0.048666667,0.166466667,0.100866667,0.0491,0.217,0.0929,0.0396
S11 60-70,,,43.07,15.70666667,24.47,43.07,29.07666667,57.30333333,15.24666667,13.21333333,4.78,134.6666667,91.33333333,61.66666667,,0.373333333,0.606666667,0.783333333,0.253333333,0.154733333,0.1121,0.0577,0.1857,0.114266667,0.058166667,0.240766667,0.105566667,0.0479
S11 70-80,,,43.37,17.76333333,25.79666667,43.37,31.32,55.45333333,15.82,13.41666667,4.63,138.3333333,90.66666667,60,,0.353333333,0.626666667,0.79,0.243333333,0.160466667,0.1118,0.0559,0.1944,0.113666667,0.056466667,0.256133333,0.103733333,0.045733333
S11 80-90,,,42.55,19.41666667,26.75,42.55,33.05666667,54.02,15.49333333,12.86333333,4.216666667,138.6666667,87.33333333,57,,0.34,0.643333333,0.81,0.25,0.157066667,0.1053,0.050866667,0.192066667,0.106766667,0.051433333,0.256833333,0.096266667,0.0409
S11 90-100,,,42.88,18.30333333,25.38333333,42.88,31.29666667,54.21333333,15.54333333,13.08,4.553333333,137.6666667,89.33333333,59.66666667,,0.35,0.636666667,0.79,0.246666667,0.157666667,0.108466667,0.054966667,0.191366667,0.110033333,0.0555,0.253233333,0.100033333,0.045233333
S12 0-10,,,38.91,12.45666667,21.88333333,38.91,25.18,60.34666667,11.93333333,10.61,3.98,118.6666667,83.33333333,56.66666667,,0.416666667,0.603333333,0.786666667,0.323333333,0.1212,0.091733333,0.048033333,0.143866667,0.093833333,0.0484,0.1829,0.087833333,0.0402
S12 10-20,,,34.02666667,11.82666667,19.35333333,34.02666667,22.68,58.57666667,9.076666667,8.023333333,3.09,104,72.33333333,49.66666667,,0.44,0.63,0.786666667,0.4,0.092233333,0.0692,0.0373,0.1095,0.0706,0.037533333,0.139666667,0.065866667,0.031566667
S12 20-30,,,35.66333333,13.45,20.91,35.66333333,24.86333333,57.25,10.16,8.836666667,3.266666667,111,75.33333333,51,,0.42,0.64,0.8,0.373333333,0.103133333,0.075233333,0.039433333,0.123433333,0.076666667,0.039766667,0.159466667,0.070966667,0.032966667
S12 30-40,,,33.08666667,13.01666667,19.68666667,33.08666667,23.6,56.52666667,8.74,7.576666667,2.826666667,103.6666667,69.66666667,47,,0.43,0.65,0.8,0.416666667,0.088733333,0.064433333,0.0341,0.106233333,0.0656,0.0344,0.137533333,0.060566667,0.028666667
S12 40-50,,,35.53666667,14.69,21.74,35.53666667,26.24,55.95666667,10.24666667,8.77,3.12,112.6666667,74.33333333,49,,0.406666667,0.646666667,0.806666667,0.37,0.104033333,0.0737,0.037633333,0.125433333,0.075,0.037966667,0.164033333,0.0688,0.0311
S12 50-60,,,36.95666667,15.94333333,23.52666667,36.95666667,28.42333333,55.88333333,11.23333333,9.516666667,3.213333333,118.3333333,76.66666667,49.66666667,,0.39,0.65,0.82,0.35,0.113933333,0.079166667,0.038766667,0.138333333,0.080533333,0.039166667,0.182466667,0.073433333,0.0314
S12 60-70,,,40.3,17.98333333,26.13,40.3,31.72333333,55.45333333,13.66666667,11.43666667,3.683333333,130.3333333,83,53,,0.36,0.646666667,0.823333333,0.29,0.1385,0.094166667,0.044466667,0.169233333,0.0957,0.044933333,0.2253,0.086666667,0.0354
S12 70-80,,,41.24333333,18.34666667,26.94,41.24333333,32.59666667,55.74,14.37,12.01666667,3.81,134,85.33333333,53.33333333,,0.353333333,0.646666667,0.826666667,0.276666667,0.145633333,0.098766667,0.046,0.1781,0.100433333,0.0465,0.237333333,0.0909,0.0364
S12 80-90,,,39.82,17.50666667,25.47666667,39.82,30.91333333,55.50666667,13.27,11.15,3.656666667,128.3333333,82.33333333,53,,0.366666667,0.646666667,0.82,0.296666667,0.134533333,0.092033333,0.044133333,0.164,0.0936,0.0446,0.2177,0.084933333,0.0354
S12 90-100,,,39.33333333,17.81333333,25.75,39.33333333,31.31333333,55.32333333,12.99,10.85666667,3.483333333,127.3333333,81,51,,0.366666667,0.653333333,0.826666667,0.306666667,0.131666667,0.0892,0.042066667,0.160966667,0.090666667,0.042566667,0.214533333,0.082,0.033466667
S13 0-10,,,38.78,11.1,20.74333333,38.78,23.52666667,61.84333333,11.66666667,10.54,4.133333333,116,84,58,,0.423333333,0.596666667,0.776666667,0.326666667,0.1185,0.092333333,0.049866667,0.139466667,0.094566667,0.050166667,0.174866667,0.089166667,0.042333333
S13 10-20,,,35.56333333,11.08,19.42666667,35.56333333,22.36333333,60.30666667,9.803333333,8.783333333,3.46,107,76.66666667,53,,0.44,0.616666667,0.78,0.376666667,0.099633333,0.076566667,0.041766667,0.1175,0.0783,0.042033333,0.148166667,0.073566667,0.035566667
S13 20-30,,,34.24666667,10.64333333,18.68666667,34.24666667,21.50666667,60.34333333,9.06,8.136666667,3.236666667,103,73.66666667,51.33333333,,0.45,0.62,0.78,0.4,0.0921,0.071066667,0.039066667,0.108433333,0.072633333,0.039366667,0.1365,0.0683,0.0334
S13 30-40,,,38.43666667,12.38,21.32,38.43666667,24.65666667,59.85333333,11.62666667,10.33333333,3.936666667,117,82.33333333,56.33333333,,0.42,0.61,0.78,0.333333333,0.1181,0.089433333,0.047533333,0.140033333,0.091433333,0.047833333,0.178,0.085533333,0.04
S13 40-50,,,37.24666667,11.42333333,20.21,37.24666667,23.22,60.52,10.78666667,9.67,3.783333333,112.6666667,80.66666667,55.66666667,,0.43,0.61,0.78,0.35,0.109633333,0.0843,0.0457,0.129366667,0.086166667,0.046,0.163166667,0.081,0.038833333
S13 50-60,,,38.30666667,12.37333333,21.41333333,38.30666667,24.73,59.97666667,11.54666667,10.26333333,3.886666667,116.6666667,82.33333333,56,,0.42,0.61,0.783333333,0.333333333,0.117333333,0.088766667,0.0469,0.139166667,0.090766667,0.047266667,0.176933333,0.084933333,0.0394
S13 60-70,,,39.79,13.07,22.31,39.79,25.85333333,59.61666667,12.59,11.13666667,4.16,121.6666667,85.33333333,57.66666667,,0.41,0.606666667,0.783333333,0.31,0.1278,0.096,0.050233333,0.152033333,0.098133333,0.0506,0.194,0.0916,0.042033333
S13 70-80,,,39.74666667,14.70666667,23.39666667,39.74666667,27.63333333,57.84,12.79,11.1,3.97,124,84,56,,0.393333333,0.62,0.796666667,0.306666667,0.129766667,0.0942,0.047866667,0.155833333,0.0961,0.048266667,0.2019,0.0888,0.039566667
S13 80-90,,,41.89666667,15.78666667,25.17666667,41.89666667,29.71666667,57.90333333,14.41333333,12.44,4.293333333,131.6666667,88.33333333,57.66666667,,0.373333333,0.616666667,0.803333333,0.273333333,0.146233333,0.104966667,0.051833333,0.176266667,0.1071,0.052266667,0.229633333,0.0987,0.0422
S13 90-100,,,40.99333333,16.07333333,24.83666667,40.99333333,29.58333333,57.09,13.83333333,11.86,4.086666667,129.6666667,86.33333333,56.66666667,,0.376666667,0.626666667,0.803333333,0.286666667,0.1403,0.099666667,0.0493,0.169466667,0.101566667,0.049733333,0.2217,0.093266667,0.0402
