Color Name,Description,Time Stamp,L,A,B,L,C,H,X,Y,Z,R,G,B,HEX,C,M,Y,K,ACES-R,ACES-G,ACES-B,ACEScg-R,ACEScg-G,ACEScg-B,Lin.sRGB-R,Lin.sRGB-G,Lin.sRGB-B
R10 40-50,,,53.50666667,0.886666667,8.926666667,53.50666667,8.973333333,84.36,20.93,21.51666667,14.07666667,134.3333333,127,112.6666667,,0.473333333,0.426666667,0.536666667,0.103333333,0.2153,0.209833333,0.170333333,0.226266667,0.213333333,0.170466667,0.238966667,0.212133333,0.163566667
R10 50-60,,,55.71666667,0.716666667,9.08,55.71666667,9.106666667,85.48,22.96,23.64666667,15.52333333,139.6666667,132.6666667,118,,0.456666667,0.41,0.523333333,0.08,0.236233333,0.2309,0.187866667,0.2479,0.234766667,0.187966667,0.261033333,0.233566667,0.1805
R10 60-70,,,57.47333333,0.61,8.79,57.47333333,8.816666667,86.04333333,24.66333333,25.43666667,16.91666667,144,137.6666667,123,,0.446666667,0.396666667,0.503333333,0.066666667,0.2539,0.2488,0.2047,0.265633333,0.252766667,0.204866667,0.278733333,0.251633333,0.197266667
R10 70-80,,,59.84333333,0.706666667,9.256666667,59.84333333,9.29,85.67666667,27.13,27.95,18.50666667,150.3333333,143.3333333,128,,0.423333333,0.38,0.49,0.043333333,0.2792,0.2732,0.223933333,0.2925,0.277633333,0.2241,0.307433333,0.2763,0.215566667
R10 80-90,,,59.77333333,0.106666667,9.49,59.77333333,9.493333333,89.34666667,26.9,27.87333333,18.34666667,149.3333333,143.6666667,127.3333333,,0.426666667,0.37,0.493333333,0.043333333,0.276833333,0.273033333,0.221966667,0.289533333,0.2778,0.2221,0.3024,0.276866667,0.2133
R10 90-100,,,61.7,0.243333333,9.503333333,61.7,9.52,88.60666667,29.04666667,30.06,19.88666667,155,148.3333333,132.3333333,,0.41,0.36,0.476666667,0.033333333,0.298966667,0.2944,0.240666667,0.312566667,0.2994,0.240866667,0.326733333,0.2983,0.231566667
R11 0-10,,,48.80666667,2.62,10.92333333,48.80666667,11.23,76.52333333,17.29666667,17.44333333,10.57333333,125.6666667,114,97.66666667,,0.486666667,0.473333333,0.596666667,0.166666667,0.1775,0.167433333,0.127866667,0.190566667,0.170666667,0.128033333,0.2082,0.1685,0.121033333
R11 10-20,,,47.15333333,2.006666667,10.26333333,47.15333333,10.46,78.95333333,15.97333333,16.20666667,9.933333333,120.3333333,110.3333333,94.33333333,,0.503333333,0.48,0.603333333,0.186666667,0.164,0.1562,0.120233333,0.175233333,0.159166667,0.120366667,0.189766667,0.1575,0.114033333
R11 20-30,,,52.29333333,2.006666667,10.67666667,52.29333333,10.86333333,79.34,20.09666667,20.42333333,12.67,133.6666667,123.3333333,106.3333333,,0.47,0.44,0.566666667,0.123333333,0.2064,0.197166667,0.153266667,0.220033333,0.200866667,0.153433333,0.237466667,0.198866667,0.145733333
R11 30-40,,,49.72666667,1.526666667,9.343333333,49.72666667,9.47,80.70666667,17.84666667,18.21666667,11.61333333,125.6666667,117,102.3333333,,0.496666667,0.456666667,0.573333333,0.146666667,0.183466667,0.176633333,0.1405,0.1943,0.1797,0.140633333,0.207866667,0.178233333,0.134333333
R11 40-50,,,52.99666667,2.456666667,12.03333333,52.99666667,12.28,78.46,20.80333333,21.04666667,12.61666667,137,125,106,,0.456666667,0.44,0.576666667,0.12,0.213433333,0.202233333,0.152566667,0.229166667,0.206333333,0.152766667,0.2497,0.203933333,0.144
R11 50-60,,,50.72,2.166666667,10.33,50.72,10.55333333,78.16333333,18.76666667,19.03,11.84333333,129.6666667,119.3333333,103.3333333,,0.483333333,0.453333333,0.576666667,0.143333333,0.192733333,0.183566667,0.143266667,0.205533333,0.186866667,0.1434,0.222333333,0.1849,0.136333333
R11 60-70,,,53.80333333,1.836666667,11.1,53.80333333,11.25,80.61333333,21.40333333,21.79333333,13.45666667,137.6666667,127.3333333,109.6666667,,0.456666667,0.43,0.56,0.106666667,0.2198,0.2106,0.162766667,0.234233333,0.214666667,0.162933333,0.252333333,0.212666667,0.154566667
R11 70-80,,,56.56333333,1.126666667,8.883333333,56.56333333,8.953333333,82.78,23.85666667,24.47666667,16.19666667,142.3333333,134.6666667,120.3333333,,0.446666667,0.403333333,0.51,0.07,0.245533333,0.2387,0.196,0.257766667,0.242466667,0.196133333,0.272433333,0.240933333,0.188666667
R11 80-90,,,60.99666667,0.536666667,9.916666667,60.99666667,9.93,86.89666667,28.33666667,29.24333333,19.11666667,153.6666667,146.3333333,129.6666667,,0.41,0.366666667,0.49,0.04,0.2915,0.2858,0.231333333,0.3058,0.290766667,0.231533333,0.321333333,0.289433333,0.222066667
R11 90-100,,,66.99666667,0.53,11.97666667,66.99666667,11.99,87.46333333,35.48666667,36.64,23.25666667,170.3333333,162,141.3333333,,0.35,0.31,0.45,0.01,0.364766667,0.357266667,0.281333333,0.384433333,0.364266667,0.281566667,0.405566667,0.362533333,0.268433333
R12 0-10,,,49.5,2.633333333,11.72,49.5,12.01333333,77.32666667,17.86,18.01333333,10.7,128,115.6666667,98,,0.48,0.466666667,0.6,0.16,0.1832,0.1727,0.129433333,0.197233333,0.1762,0.1296,0.215933333,0.173933333,0.121966667
R12 10-20,,,49.59,2.413333333,10.81,49.59,11.08333333,77.33333333,17.91,18.11,11.05666667,127.6666667,116.3333333,100,,0.483333333,0.463333333,0.59,0.156666667,0.183833333,0.174166667,0.133733333,0.196933333,0.177466667,0.1339,0.214233333,0.1754,0.126766667
R12 20-30,,,55.13333333,1.843333333,11.39,55.13333333,11.54,80.85,22.66666667,23.09,14.22,141.3333333,130.3333333,112.6666667,,0.446666667,0.42,0.55,0.093333333,0.232733333,0.223066667,0.172,0.248066667,0.2274,0.1722,0.267266667,0.2253,0.163266667
R12 30-40,,,53.90666667,1.826666667,10.46333333,53.90666667,10.62333333,80.10333333,21.51,21.90666667,13.76666667,137.6666667,127.3333333,110.6666667,,0.456666667,0.43,0.55,0.103333333,0.221,0.211966667,0.166533333,0.234866667,0.215833333,0.166733333,0.252333333,0.213833333,0.158766667
R12 40-50,,,53.98,1.413333333,10.37,53.98,10.47,82.27,21.48666667,21.97333333,13.85,137,127.6666667,111.3333333,,0.46,0.426666667,0.553333333,0.103333333,0.220766667,0.2131,0.167566667,0.234033333,0.217066667,0.1677,0.250066667,0.215366667,0.159766667
R12 50-60,,,55.33,0.81,9.63,55.33,9.663333333,85.18333333,22.6,23.25,15.02666667,139.3333333,131.6666667,116,,0.46,0.416666667,0.53,0.086666667,0.2324,0.226633333,0.181766667,0.2446,0.2307,0.181933333,0.2585,0.2294,0.174166667
R12 60-70,,,56.88333333,0.28,8.213333333,56.88333333,8.23,88.14666667,23.98333333,24.80666667,16.71333333,141.3333333,136,122,,0.453333333,0.403333333,0.503333333,0.066666667,0.246966667,0.243266667,0.202266667,0.257466667,0.247066667,0.2024,0.268533333,0.2462,0.1953
R12 70-80,,,59.78666667,0.143333333,8.026666667,59.78666667,8.05,88.97333333,26.93333333,27.89333333,19.03666667,148.6666667,143.6666667,130,,0.43,0.373333333,0.473333333,0.04,0.277466667,0.274033333,0.2304,0.288433333,0.2781,0.2305,0.2996,0.277266667,0.223
R12 80-90,,,62.31,0.42,9.27,62.31,9.28,87.42666667,29.79333333,30.78666667,20.52666667,156.6666667,150,134,,0.403333333,0.353333333,0.47,0.026666667,0.3067,0.301466667,0.2484,0.3205,0.3064,0.248566667,0.335233333,0.305133333,0.2394
R12 90-100,,,63.87666667,-0.196666667,9.136666667,63.87666667,9.136666667,91.24,31.43666667,32.66,21.93666667,159.3333333,154.6666667,138.6666667,,0.393333333,0.336666667,0.456666667,0.016666667,0.3237,0.3209,0.265466667,0.3369,0.3262,0.265633333,0.349466667,0.325433333,0.2561
R13 0-10,,,52.5,3.19,12.83,52.5,13.22333333,76.02333333,20.51333333,20.6,12.04,137,123,103.3333333,,0.446666667,0.45,0.586666667,0.12,0.2103,0.1968,0.145566667,0.227433333,0.200866667,0.145833333,0.250733333,0.197966667,0.136766667
R13 10-20,,,48.27333333,2.68,11.45,48.27333333,11.75666667,76.82333333,16.88333333,17.01333333,10.12,125,112.6666667,95.66666667,,0.486666667,0.476666667,0.61,0.173333333,0.1732,0.163,0.122433333,0.1865,0.1663,0.1226,0.2044,0.1641,0.115433333
R13 20-30,,,46.87333333,1.946666667,9.573333333,46.87333333,9.773333333,78.5,15.71666667,15.95333333,9.976666667,119.6666667,110,95,,0.506666667,0.48,0.6,0.19,0.161433333,0.154,0.1207,0.171933333,0.156733333,0.120833333,0.185633333,0.155166667,0.115
R13 30-40,,,47.51666667,1.95,9.883333333,47.51666667,10.07333333,78.86,16.17666667,16.42666667,10.20666667,121,111.3333333,96.33333333,,0.506666667,0.476666667,0.6,0.18,0.166166667,0.158566667,0.123466667,0.177133333,0.161466667,0.123633333,0.191366667,0.1598,0.117466667
R13 40-50,,,52.56333333,2.183333333,10.44666667,52.56333333,10.67333333,78.18333333,20.38333333,20.67666667,12.92666667,134.6666667,123.6666667,107.3333333,,0.463333333,0.443333333,0.563333333,0.116666667,0.209366667,0.1996,0.1564,0.223066667,0.203166667,0.1566,0.240966667,0.201033333,0.148966667
R13 50-60,,,56.43,2.03,11.54,56.43,11.71666667,80.06,23.96,24.36666667,15.03,144.6666667,133.6666667,115.3333333,,0.436666667,0.41,0.54,0.076666667,0.246033333,0.2353,0.1818,0.262366667,0.239766667,0.182,0.2831,0.237466667,0.1726
R13 60-70,,,56.79333333,2.906666667,13.40333333,56.79333333,13.71666667,77.76333333,24.49666667,24.71333333,14.53,148.3333333,133.6666667,113,,0.42,0.416666667,0.56,0.076666667,0.2512,0.236733333,0.175733333,0.270833333,0.241733333,0.175966667,0.296833333,0.2386,0.165233333
R13 70-80,,,47.05,2.093333333,10.32333333,47.05,10.53,78.53,15.85333333,16.06666667,9.826666667,120.3333333,110,94.33333333,,0.506666667,0.48,0.603333333,0.186666667,0.162766667,0.154766667,0.118866667,0.174033333,0.1577,0.119033333,0.1888,0.155966667,0.112733333
R13 80-90,,,49.87666667,2.45,11.22,49.87666667,11.48333333,77.68666667,18.12333333,18.31666667,11.06,128.3333333,117,99.66666667,,0.48,0.46,0.593333333,0.15,0.185966667,0.176,0.133833333,0.199566667,0.179433333,0.134,0.2175,0.177333333,0.126566667
R13 90-100,,,54.06333333,2.496666667,11.72333333,54.06333333,11.99,77.96333333,21.78666667,22.04333333,13.39333333,139.6666667,127,109,,0.446666667,0.433333333,0.566666667,0.106666667,0.223633333,0.212033333,0.162033333,0.2396,0.216133333,0.162233333,0.260666667,0.213633333,0.1534
