x,y
0.0,24081.0
0.0,24173.0
0.0,24310.0
0.0,24410.0
0.0,24806.0
0.0,24825.0
0.0,24876.0
0.0,24910.0
0.0,24986.0
0.0,25098.0
0.0,25133.0
0.0,25333.0
0.0,25419.0
0.0,25505.0
0.0,25569.0
0.0,25816.0
0.0,25907.0
0.0,25933.0
0.0,26054.0
0.0,26055.0
0.0,26127.0
0.0,26140.0
0.0,26157.0
0.0,26358.0
0.0,26368.0
0.0,26474.0
0.0,26604.0
0.0,26667.0
0.0,27252.0
0.0,27698.0
0.0,27721.0
0.0,28069.0
0.0,28111.0
0.0,28273.0
0.0,28329.0
0.0,28627.0
0.0,29070.0
0.0,29517.0
0.0,31248.0
0.0,31413.0
0.0,32188.0
0.0,34797.0
0.0,35082.0
0.0,35254.0
0.0,35710.0
0.0,36020.0
0.0,36243.0
0.0,36336.0
0.0,36731.0
0.0,40906.0
3260.0,39210.0
5203.0,37312.0
4971.0,31750.0
5238.0,28324.0
5201.0,24903.0
4589.0,22570.0
3831.0,19584.0
0.0,10433.0
0.0,11121.0
0.0,11138.0
0.0,11474.0
0.0,11560.0
0.0,12405.0
0.0,12739.0
0.0,12784.0
0.0,12857.0
0.0,13512.0
0.0,13753.0
0.0,14369.0
0.0,14771.0
0.0,16677.0
0.0,17805.0
0.0,18051.0
0.0,18514.0
0.0,18830.0
0.0,18928.0
0.0,19081.0
0.0,19135.0
0.0,19141.0
0.0,19186.0
0.0,19750.0
0.0,19920.0
0.0,19967.0
0.0,20394.0
0.0,20593.0
0.0,20846.0
0.0,21001.0
0.0,21031.0
0.0,21045.0
0.0,21091.0
0.0,21418.0
0.0,21460.0
0.0,21870.0
0.0,22399.0
0.0,22440.0
0.0,22625.0
0.0,22887.0
0.0,23186.0
0.0,23235.0
0.0,23250.0
0.0,23366.0
0.0,23389.0
0.0,24081.0
