x,y
12.0,9.0
13.0,10.0
15.0,12.0
18.0,13.0
21.0,14.0
24.0,15.0
26.0,17.0
27.0,19.0
29.0,21.0
36.0,25.0
39.0,23.0
38.0,23.0
32.0,21.0
30.0,14.0
28.0,12.0
25.0,10.0
21.0,8.0
20.0,7.0
17.0,7.0
15.0,7.0
14.0,7.0
11.0,7.0
12.0,9.0
