x,y
32.0,25.0
31.0,23.0
30.0,20.0
30.0,19.0
30.0,18.0
23.0,15.0
24.0,12.0
20.0,11.0
17.0,10.0
16.0,9.0
14.0,8.0
12.0,7.0
9.0,7.0
8.0,7.0
10.0,8.0
11.0,9.0
14.0,11.0
15.0,12.0
16.0,13.0
18.0,15.0
22.0,17.0
29.0,19.0
30.0,21.0
30.0,23.0
32.0,25.0
