x,y
11282.0,0.0
11173.0,0.0
11147.0,0.0
11118.0,0.0
11111.0,0.0
11089.0,0.0
11047.0,0.0
10980.0,0.0
10963.0,0.0
10943.0,0.0
10904.0,0.0
10800.0,0.0
10799.0,0.0
10772.0,0.0
10685.0,0.0
10563.0,0.0
10504.0,0.0
10402.0,0.0
9944.0,0.0
9824.0,0.0
9809.0,0.0
9641.0,0.0
9558.0,0.0
6786.0,0.0
5642.0,0.0
5185.0,0.0
5116.0,0.0
4869.0,0.0
4754.0,0.0
4530.0,0.0
4484.0,0.0
4419.0,0.0
4392.0,0.0
4339.0,0.0
4163.0,0.0
3814.0,0.0
9099.0,3.0
11619.0,3.0
11663.0,3.0
13245.0,2.0
16554.0,0.0
16538.0,0.0
16403.0,0.0
16349.0,0.0
16274.0,0.0
16263.0,0.0
16239.0,0.0
15915.0,0.0
15835.0,0.0
15708.0,0.0
15094.0,0.0
14385.0,0.0
14148.0,0.0
14138.0,0.0
13944.0,0.0
13804.0,0.0
13802.0,0.0
13661.0,0.0
13602.0,0.0
13452.0,0.0
13325.0,0.0
13270.0,0.0
13220.0,0.0
13219.0,0.0
13131.0,0.0
13095.0,0.0
13000.0,0.0
12826.0,0.0
12768.0,0.0
12712.0,0.0
12650.0,0.0
12622.0,0.0
12513.0,0.0
12508.0,0.0
12502.0,0.0
12433.0,0.0
12402.0,0.0
12330.0,0.0
12278.0,0.0
12267.0,0.0
12250.0,0.0
12221.0,0.0
12203.0,0.0
12167.0,0.0
12015.0,0.0
12000.0,0.0
11970.0,0.0
11951.0,0.0
11947.0,0.0
11944.0,0.0
11929.0,0.0
11926.0,0.0
11919.0,0.0
11910.0,0.0
11905.0,0.0
11883.0,0.0
11879.0,0.0
11853.0,0.0
11852.0,0.0
11849.0,0.0
11812.0,0.0
11800.0,0.0
11787.0,0.0
11782.0,0.0
11752.0,0.0
11737.0,0.0
11712.0,0.0
11658.0,0.0
11647.0,0.0
11632.0,0.0
11600.0,0.0
11582.0,0.0
11472.0,0.0
11469.0,0.0
11443.0,0.0
11358.0,0.0
11350.0,0.0
11312.0,0.0
11282.0,0.0
