x,y
0.0,10.0
0.0,11.0
0.0,12.0
0.0,14.0
0.0,15.0
107.0,11.0
190.0,13.0
252.0,0.0
39.0,0.0
0.0,0.0
0.0,7.0
0.0,8.0
0.0,9.0
0.0,10.0
