x,y
70.0,23.0
73.0,18.0
74.0,13.0
67.0,13.0
60.0,11.0
55.0,9.0
50.0,8.0
42.0,8.0
36.0,10.0
0.0,7.0
0.0,8.0
0.0,9.0
0.0,10.0
0.0,11.0
0.0,12.0
0.0,13.0
0.0,14.0
36.0,13.0
37.0,14.0
42.0,19.0
45.0,20.0
51.0,21.0
59.0,23.0
66.0,25.0
70.0,23.0
