x,y
0.0,50253.0
0.0,50794.0
0.0,50822.0
0.0,51026.0
0.0,51062.0
0.0,51127.0
0.0,51946.0
0.0,52054.0
0.0,52060.0
0.0,52188.0
0.0,52403.0
0.0,52425.0
0.0,52545.0
0.0,52567.0
0.0,52702.0
0.0,52747.0
0.0,52799.0
0.0,52916.0
0.0,53653.0
0.0,53673.0
0.0,54355.0
0.0,54545.0
0.0,54557.0
0.0,54597.0
0.0,54603.0
0.0,54688.0
0.0,54712.0
0.0,55013.0
0.0,55135.0
0.0,55382.0
0.0,55389.0
0.0,55390.0
0.0,55449.0
0.0,55526.0
0.0,55540.0
0.0,55571.0
0.0,55692.0
0.0,55991.0
0.0,56087.0
0.0,56096.0
0.0,56341.0
0.0,56363.0
0.0,56384.0
0.0,56408.0
0.0,56831.0
0.0,56956.0
0.0,57182.0
0.0,57194.0
0.0,57466.0
0.0,58064.0
0.0,59069.0
0.0,59180.0
0.0,59438.0
0.0,59440.0
0.0,59892.0
0.0,60035.0
0.0,60044.0
0.0,60723.0
0.0,60756.0
0.0,61431.0
0.0,61517.0
0.0,61939.0
0.0,62030.0
0.0,62161.0
3033.0,63288.0
5203.0,60912.0
5238.0,55704.0
5201.0,54943.0
4970.0,50331.0
4589.0,44466.0
0.0,12655.0
0.0,14034.0
0.0,14782.0
0.0,14913.0
0.0,15257.0
0.0,15580.0
0.0,16908.0
0.0,18342.0
0.0,18363.0
0.0,18570.0
0.0,18883.0
0.0,19783.0
0.0,32371.0
0.0,37023.0
0.0,37630.0
0.0,39682.0
0.0,40956.0
0.0,41539.0
0.0,45530.0
0.0,46204.0
0.0,46789.0
0.0,47099.0
0.0,48014.0
0.0,48750.0
0.0,48830.0
0.0,48869.0
0.0,49359.0
0.0,49481.0
0.0,50150.0
0.0,50161.0
0.0,50253.0
