country,rank,lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,trend,linearity,curvature,spikiness,KLscore,change.idx
Aruba,37,0.131754470787006,0.506024369485098,0.836619223246166,1.60507424710551,0.855258639049357,9,31,0.852719651618357,-6.11694337056818,0.929975032596338,5.63307937956728e-05,6.94710379461435,26
Afghanistan,70,0.168093851109535,0.583377508677657,0.90303733544871,1.50051188784528,1.06656409051792,3,12,0.870937193359717,2.13634326459825,0.559098968502675,2.04976341972328e-05,0.741897470896566,24
Angola,103,0.0390136495732217,0.662455963416424,0.873311203800727,1.56806064482136,0.536441917563348,1,12,0.915519016293745,5.94536563564249,1.96772963730667,8.33341830475842e-06,0.520244728068172,24
Albania,26,0.747551667819936,0.545407482600216,0.890519242297057,1.98770166700717,1.1921045483269,4,6,0.902415186365666,-1.56208057903482,-1.66036657273737,1.80060811172561e-05,2.37041489365879,30
Arab World,207,0.0021120813956779,0.616844037709892,0.934344147091725,0.869261824972188,0.125779427620116,3,8,0.98767166215261,7.26946874981217,-0.832403422441589,1.30288847043784e-07,3.74247205230576,24
United Arab Emirates,2,2.05950017016028,0.710647465153879,0.752363017670891,1.88147964588655,1.9841666133327,2,9,0.810602762648266,-0.803656227596412,-3.18322491438825,0.00024727381372,14.7175809021695,24
Argentina,111,0.0497753022262297,0.662937228970759,0.898767430035412,1.17097203353734,0.479397719892363,9,7,0.939885314459545,6.31350281748638,-0.344256180203252,4.06947231025988e-06,2.55367595517612,24
Antigua and Barbuda,7,3.40305648522567,0.822729505718857,0.67506471501025,0.760721120792547,0.376653550826062,4,17,0.484160776940567,-0.328558974102984,0.254821886918501,0.0010126173031124,22.3914056656173,24
Australia,88,0.011752790100822,0.492354009903262,0.939400954562515,1.14585623407068,0.205541033408925,1,6,0.98222763097149,6.71243361940029,-2.87267538515202,1.97985171384426e-07,4.76882475611807,24
Austria,130,0.0491546936293704,0.554069202555958,0.873601851566584,1.29689277408939,0.699459915379886,1,5,0.94120958045502,5.27729801559375,-3.7788069825485,1.92204329693323e-06,8.36398715138034,24
Burundi,117,0.015973285007829,0.657749660130221,0.84897554208007,1.40334680810419,0.388579162764208,5,6,0.920674376008177,4.51525615827861,-3.71083608614236,5.87377298286867e-06,1.25120149564194,24
Belgium,87,0.0654262370782723,0.498426429088149,0.889984797695751,1.38441859870709,0.570659265121488,6,6,0.910870808022304,-4.6155863556514,-3.41662842160624,8.06405896325081e-06,3.07029659803008,24
Benin,169,0.0366658065700052,0.56724488426486,0.928386630625987,1.34080192617443,0.423938491439278,3,11,0.972390020089586,6.71809369316697,2.69634663942125,8.02752440763767e-07,0.545258659253016,24
Burkina Faso,120,0.0086182016785899,0.659404595194826,0.907031321636188,0.885967729586868,0.214610808292695,1,12,0.977417269132003,6.87290919369443,1.53094556188944,8.99620051532516e-07,1.62537567461643,24
Bangladesh,91,0.0020770526832359,0.440543525799565,0.90546471595344,1.98446552615922,1.31465492613216,2,10,0.934332057210826,2.26853422433411,6.27724559996151,1.17809823505766e-05,0.555147833183365,24
Bulgaria,45,0.186757477604179,0.488534217189809,0.886287114905858,1.53945892596918,0.62786779982648,10,8,0.94230084075354,-0.584980758707393,-5.36538835142649,3.96256614175413e-06,0.82169944873057,31
Bahrain,135,0.0081375303965539,0.560569570743263,0.881119661456967,1.68063518618926,0.665661164360958,1,4,0.908017493955579,5.14770487683898,-4.25280146149266,4.86464592262063e-06,18.1752976649414,24
